"SA2_CODE21","SA2_NAME21","SA3_NAME21","SA4_NAME21","population","AREASQKM21","provider_type","provider_note","is_provider_confirmed","is_metro","irsd_score","irsd_decile","irsad_score","irsad_decile","ier_score","ier_decile","ieo_score","ieo_decile","median_hhd_inc_weekly_2021","median_hhd_inc_annual_2021","median_hhd_inc_annual_adj","bill_usage_only","bill_usage_supply","bill_owner_metro","bill_owner_country","bill_owner_blended","water_cost_burden_ratio","burden_ratio_renter","burden_ratio_owner_metro","burden_ratio_owner_country","burden_tier_abs","burden_tier_rel","estimated_hardship_need","hardship_priority_score","top_critical_driver","top_critical_driver_shap","water_cost_burden_pct","burden_ratio_owner_metro_pct","burden_ratio_owner_country_pct","burden_ratio_renter_pct","hardship_priority_pct","tier_order_rel","tier_order_abs","hardship_priority_flag"
"403021058","Edwardstown","Marion","Adelaide - South","14563.0","5.5375","SA Water","","0","1","985.0","4.0","983.0","5.0","924.0","2.0","1022.0","7.0","1452","75504","86267.0","472.63","787.03","1160.23","1343.83","1160.23","0.013449","0.009123","0.013449","0.015578","Low","Moderate","20.2","1.3136","IEO (Education/Occ)","-0.0819022701017649","1.34","1.34","1.56","0.91","131.36","3","4","0"
"403021059","Hallett Cove","Marion","Adelaide - South","12609.0","9.2762","SA Water","","0","1","1057.0","8.0","1025.0","7.0","1052.0","8.0","1011.0","6.0","1876","97552","111457.0","472.63","787.03","1160.23","1343.83","1160.23","0.01041","0.007061","0.01041","0.012057","Low","Low","4.4","0.4513","IRSAD (Adv/Disadv)","-0.0668132061444848","1.04","1.04","1.21","0.71","45.13","4","4","0"
"403021060","Marino - Seaview Downs","Marion","Adelaide - South","9703.0","12.2123","SA Water","","0","1","1060.0","8.0","1038.0","7.0","1042.0","8.0","1041.0","7.0","1821","94692","108190.0","472.63","787.03","1160.23","1343.83","1160.23","0.010724","0.007275","0.010724","0.012421","Low","Low","3.4","0.4711","IRSAD (Adv/Disadv)","-0.0721563670285429","1.07","1.07","1.24","0.73","47.11","4","4","0"
"403021061","Mitchell Park","Marion","Adelaide - South","16516.0","7.5686","SA Water","","0","1","959.0","3.0","957.0","4.0","914.0","2.0","999.0","6.0","1307","67964","77652.0","472.63","787.03","1160.23","1343.83","1160.23","0.014941","0.010135","0.014941","0.017306","Low","Moderate","22.9","1.5538","IEO (Education/Occ)","-0.077720568574167","1.49","1.49","1.73","1.01","155.38","3","4","0"
"403021062","Morphettville","Marion","Adelaide - South","16531.0","6.2005","SA Water","","0","1","1005.0","5.0","1000.0","6.0","960.0","3.0","1022.0","7.0","1554","80808","92327.0","472.63","787.03","1160.23","1343.83","1160.23","0.012567","0.008524","0.012567","0.014555","Low","Moderate","22.9","1.1716","IEO (Education/Occ)","-0.0792986202423398","1.26","1.26","1.46","0.85","117.16","3","4","0"
"403021063","Sheidow Park - Trott Park","Marion","Adelaide - South","10211.0","9.3899","SA Water","","0","1","1058.0","8.0","1011.0","6.0","1057.0","8.0","987.0","5.0","1922","99944","114190.0","472.63","787.03","1160.23","1343.83","1160.23","0.010161","0.006892","0.010161","0.011768","Low","Low","3.5","0.4357","IER (Econ Resources)","-0.0721645154231017","1.02","1.02","1.18","0.69","43.57","4","4","0"
"403021064","Warradale","Marion","Adelaide - South","16190.0","6.0145","SA Water","","0","1","984.0","4.0","977.0","5.0","939.0","2.0","1013.0","6.0","1421","73892","84425.0","472.63","787.03","1160.23","1343.83","1160.23","0.013743","0.009322","0.013743","0.015917","Low","Moderate","22.5","1.3609","IEO (Education/Occ)","-0.0783715410143486","1.37","1.37","1.59","0.93","136.09","3","4","0"
"403031065","Belair","Mitcham","Adelaide - South","4896.0","24.7761","SA Water","","0","1","1106.0","10.0","1102.0","9.0","1097.0","10.0","1123.0","9.0","2273","118196","135044.0","472.63","787.03","1160.23","1343.83","1160.23","0.008591","0.005828","0.008591","0.009951","Low","Low","1.7","0.3371","IRSAD (Adv/Disadv)","-0.0754627635086204","0.86","0.86","1.0","0.58","33.71","4","4","0"
"403031066","Bellevue Heights","Mitcham","Adelaide - South","7608.0","8.7154","SA Water","","0","1","1060.0","8.0","1048.0","8.0","1026.0","7.0","1071.0","8.0","1764","91728","104803.0","472.63","787.03","1160.23","1343.83","1160.23","0.011071","0.00751","0.011071","0.012822","Low","Low","2.6","0.4928","IRSAD (Adv/Disadv)","-0.0720153082275966","1.11","1.11","1.28","0.75","49.28","4","4","0"
"403031067","Blackwood","Mitcham","Adelaide - South","12963.0","16.928","SA Water","","0","1","1094.0","10.0","1085.0","9.0","1082.0","9.0","1104.0","9.0","2114","109928","125597.0","472.63","787.03","1160.23","1343.83","1160.23","0.009238","0.006266","0.009238","0.0107","Low","Low","4.5","0.3778","IRSAD (Adv/Disadv)","-0.0667912258265355","0.92","0.92","1.07","0.63","37.78","4","4","0"
"403031068","Colonel Light Gardens","Mitcham","Adelaide - South","15842.0","6.761","SA Water","","0","1","1064.0","8.0","1063.0","8.0","1033.0","7.0","1081.0","8.0","2006","104312","119181.0","472.63","787.03","1160.23","1343.83","1160.23","0.009735","0.006604","0.009735","0.011276","Low","Low","5.5","0.409","IRSAD (Adv/Disadv)","-0.0583507992387548","0.97","0.97","1.13","0.66","40.9","4","4","0"
"403031069","Mitcham (SA)","Mitcham","Adelaide - South","16506.0","11.4472","SA Water","","0","1","1087.0","10.0","1100.0","9.0","1059.0","8.0","1125.0","9.0","2203","114556","130885.0","472.63","787.03","1160.23","1343.83","1160.23","0.008864","0.006013","0.008864","0.010267","Low","Low","5.7","0.3543","IRSAD (Adv/Disadv)","-0.0620440394397577","0.89","0.89","1.03","0.6","35.43","4","4","0"
"403031070","Panorama","Mitcham","Adelaide - South","8475.0","5.7425","SA Water","","0","1","1033.0","7.0","1023.0","7.0","998.0","5.0","1048.0","8.0","1518","78936","90188.0","472.63","787.03","1160.23","1343.83","1160.23","0.012865","0.008727","0.012865","0.0149","Low","Moderate","11.8","1.2196","IRSAD (Adv/Disadv)","-0.0740794937374528","1.29","1.29","1.49","0.87","121.96","3","4","0"
"403041071","Aberfoyle Park","Onkaparinga","Adelaide - South","11911.0","13.8426","SA Water","","0","1","1049.0","8.0","1012.0","6.0","1046.0","8.0","1007.0","6.0","1807","93964","107358.0","472.63","787.03","1160.23","1343.83","1160.23","0.010807","0.007331","0.010807","0.012517","Low","Low","4.1","0.4763","IER (Econ Resources)","-0.0648786080812829","1.08","1.08","1.25","0.73","47.63","4","4","0"
"403041072","Aldinga","Onkaparinga","Adelaide - South","15923.0","35.3303","SA Water","","0","1","970.0","3.0","931.0","3.0","988.0","5.0","931.0","3.0","1317","68484","78246.0","472.63","787.03","1160.23","1343.83","1160.23","0.014828","0.010058","0.014828","0.017174","Low","Moderate","22.1","1.5356","IER (Econ Resources)","-0.0582737773770857","1.48","1.48","1.72","1.01","153.56","3","4","0"
"403041073","Christie Downs","Onkaparinga","Adelaide - South","9475.0","8.5727","SA Water","","0","1","862.0","1.0","850.0","1.0","872.0","1.0","870.0","1.0","995","51740","59115.0","472.63","787.03","1160.23","1343.83","1160.23","0.019627","0.013314","0.019627","0.022732","Low","High","26.3","2.9425","Area (km²)","-0.104892962225318","1.96","1.96","2.27","1.33","294.25","2","4","1"
"403041074","Christies Beach","Onkaparinga","Adelaide - South","11050.0","7.2165","SA Water","","0","1","946.0","2.0","920.0","2.0","930.0","2.0","928.0","3.0","1220","63440","72483.0","472.63","787.03","1160.23","1343.83","1160.23","0.016007","0.010858","0.016007","0.01854","Low","Moderate","15.3","1.7254","Area (km²)","-0.1213441436426681","1.6","1.6","1.85","1.09","172.54","3","4","0"
"403041075","Clarendon","Onkaparinga","Adelaide - South","2729.0","123.3732","SA Water","","0","1","1086.0","10.0","1056.0","8.0","1098.0","10.0","1038.0","7.0","2020","105040","120013.0","472.63","787.03","1160.23","1343.83","1160.23","0.009668","0.006558","0.009668","0.011197","Low","Low","0.9","0.4048","IRSAD (Adv/Disadv)","-0.0730218688640324","0.97","0.97","1.12","0.66","40.48","4","4","0"
"403041076","Coromandel Valley","Onkaparinga","Adelaide - South","4469.0","4.4154","SA Water","","0","1","1099.0","10.0","1077.0","9.0","1099.0","10.0","1087.0","9.0","2233","116116","132667.0","472.63","787.03","1160.23","1343.83","1160.23","0.008745","0.005932","0.008745","0.010129","Low","Low","1.6","0.3468","IRSAD (Adv/Disadv)","-0.0681408178502308","0.87","0.87","1.01","0.59","34.68","4","4","0"
"403041077","Flagstaff Hill","Onkaparinga","Adelaide - South","10784.0","9.7527","SA Water","","0","1","1068.0","9.0","1043.0","7.0","1065.0","9.0","1039.0","7.0","2045","106340","121498.0","472.63","787.03","1160.23","1343.83","1160.23","0.009549","0.006478","0.009549","0.011061","Low","Low","3.7","0.3973","IRSAD (Adv/Disadv)","-0.0705190398143465","0.95","0.95","1.11","0.65","39.73","4","4","0"
"403041078","Hackham - Onkaparinga Hills","Onkaparinga","Adelaide - South","6875.0","23.6436","SA Water","","0","1","965.0","3.0","922.0","2.0","990.0","5.0","898.0","2.0","1355","70460","80504.0","472.63","787.03","1160.23","1343.83","1160.23","0.014412","0.009776","0.014412","0.016693","Low","Moderate","9.5","1.4686","IER (Econ Resources)","-0.0859822725543889","1.44","1.44","1.67","0.98","146.86","3","4","0"
"403041079","Hackham West - Huntfield Heights","Onkaparinga","Adelaide - South","7818.0","4.374","SA Water","","0","1","850.0","1.0","831.0","1.0","888.0","1.0","847.0","1.0","1080","56160","64165.0","472.63","787.03","1160.23","1343.83","1160.23","0.018082","0.012266","0.018082","0.020943","Low","High","21.7","2.1156","Area (km²)","-0.1673821983045534","1.81","1.81","2.09","1.23","211.56","2","4","1"
"403041080","Happy Valley","Onkaparinga","Adelaide - South","13864.0","10.17","SA Water","","0","1","1045.0","7.0","997.0","6.0","1031.0","7.0","985.0","5.0","1568","81536","93158.0","472.63","787.03","1160.23","1343.83","1160.23","0.012454","0.008448","0.012454","0.014425","Low","Moderate","19.2","1.1534","IER (Econ Resources)","-0.0700451525952759","1.25","1.25","1.44","0.84","115.34","3","4","0"
"403041081","Happy Valley Reservoir","Onkaparinga","Adelaide - South","","6.5089","SA Water","","0","1","","","","","","","","","1375","71500","81692.0","472.63","787.03","1160.23","1343.83","1160.23","0.014202","0.009634","0.014202","0.01645","Low","Moderate","0.0","1.4348","Area (km²)","-0.0418957876333624","1.42","1.42","1.64","0.96","143.48","3","4","0"
"403041082","Lonsdale","Onkaparinga","Adelaide - South","23.0","9.8401","SA Water","","0","1","","","","","","","882.0","1.0","725","37700","43074.0","472.63","787.03","1160.23","1343.83","1160.23","0.026936","0.018272","0.026936","0.031198","Moderate","Critical","0.1","8.0","IEO (Education/Occ)","0.1043476473381245","2.69","2.69","3.12","1.83","800.0","1","3","1"
"403041083","McLaren Vale","Onkaparinga","Adelaide - South","7344.0","119.5749","SA Water","","0","1","1047.0","7.0","1010.0","6.0","1048.0","8.0","992.0","6.0","1638","85176","97317.0","472.63","787.03","1160.23","1343.83","1160.23","0.011922","0.008087","0.011922","0.013809","Low","Moderate","10.2","1.0678","IER (Econ Resources)","-0.0765072268389534","1.19","1.19","1.38","0.81","106.78","3","4","0"
"403041084","Morphett Vale - East","Onkaparinga","Adelaide - South","13863.0","7.6836","SA Water","","0","1","950.0","3.0","908.0","2.0","953.0","3.0","892.0","2.0","1228","63856","72958.0","472.63","787.03","1160.23","1343.83","1160.23","0.015903","0.010787","0.015903","0.018419","Low","Moderate","19.2","1.7086","Area (km²)","-0.1204331228405596","1.59","1.59","1.84","1.08","170.86","3","4","0"
"403041085","Morphett Vale - West","Onkaparinga","Adelaide - South","10138.0","5.0775","SA Water","","0","1","912.0","2.0","876.0","1.0","923.0","2.0","875.0","1.0","1163","60476","69096.0","472.63","787.03","1160.23","1343.83","1160.23","0.016792","0.01139","0.016792","0.019449","Low","Moderate","14.1","1.8517","Area (km²)","-0.1775762451318575","1.68","1.68","1.94","1.14","185.17","3","4","0"
"403041086","Reynella","Onkaparinga","Adelaide - South","10286.0","7.7053","SA Water","","0","1","990.0","4.0","944.0","3.0","983.0","4.0","931.0","3.0","1334","69368","79256.0","472.63","787.03","1160.23","1343.83","1160.23","0.014639","0.00993","0.014639","0.016956","Low","Moderate","14.3","1.5052","IRSAD (Adv/Disadv)","-0.0537419703785353","1.46","1.46","1.7","0.99","150.52","3","4","0"
"403041088","Willunga","Onkaparinga","Adelaide - South","3604.0","85.1868","SA Water","","0","1","1056.0","8.0","1026.0","7.0","1065.0","9.0","1028.0","7.0","1755","91260","104268.0","472.63","787.03","1160.23","1343.83","1160.23","0.011127","0.007548","0.011127","0.012888","Low","Low","1.3","0.4964","IRSAD (Adv/Disadv)","-0.0738164719116468","1.11","1.11","1.29","0.75","49.64","4","4","0"
"403041089","Woodcroft","Onkaparinga","Adelaide - South","11552.0","13.5274","SA Water","","0","1","1033.0","7.0","985.0","5.0","1030.0","7.0","954.0","4.0","1672","86944","99337.0","472.63","787.03","1160.23","1343.83","1160.23","0.01168","0.007923","0.01168","0.013528","Low","Moderate","16.0","1.0288","IER (Econ Resources)","-0.0906274112203921","1.17","1.17","1.35","0.79","102.88","3","4","0"
"403041177","Seaford - Seaford Meadows","Onkaparinga","Adelaide - South","14177.0","11.4713","SA Water","","0","1","991.0","4.0","951.0","4.0","987.0","5.0","942.0","4.0","1466","76232","87098.0","472.63","787.03","1160.23","1343.83","1160.23","0.013321","0.009036","0.013321","0.015429","Low","Moderate","19.7","1.293","Population","-0.0593710073752863","1.33","1.33","1.54","0.9","129.3","3","4","0"
"403041178","Seaford Rise - Moana","Onkaparinga","Adelaide - South","10629.0","12.1052","SA Water","","0","1","1002.0","5.0","962.0","4.0","1008.0","6.0","950.0","4.0","1521","79092","90366.0","472.63","787.03","1160.23","1343.83","1160.23","0.012839","0.008709","0.012839","0.014871","Low","Moderate","14.8","1.2154","IER (Econ Resources)","-0.113836526772888","1.28","1.28","1.49","0.87","121.54","3","4","0"
"404011090","Beverley","Charles Sturt","Adelaide - West","8897.0","4.2061","SA Water","","0","1","1006.0","5.0","987.0","5.0","970.0","4.0","995.0","6.0","1695","88140","100704.0","472.63","787.03","1160.23","1343.83","1160.23","0.011521","0.007815","0.011521","0.013344","Low","Moderate","12.3","1.0032","IEO (Education/Occ)","-0.0979828688691586","1.15","1.15","1.33","0.78","100.32","3","4","0"
"404011091","Flinders Park","Charles Sturt","Adelaide - West","16361.0","6.3972","SA Water","","0","1","1004.0","5.0","989.0","5.0","973.0","4.0","993.0","6.0","1563","81276","92861.0","472.63","787.03","1160.23","1343.83","1160.23","0.012494","0.008475","0.012494","0.014471","Low","Moderate","22.7","1.1599","IEO (Education/Occ)","-0.0855433147794108","1.25","1.25","1.45","0.85","115.99","3","4","0"
"404011092","Henley Beach","Charles Sturt","Adelaide - West","15634.0","5.9563","SA Water","","0","1","1049.0","8.0","1043.0","7.0","1015.0","6.0","1043.0","7.0","1786","92872","106110.0","472.63","787.03","1160.23","1343.83","1160.23","0.010934","0.007417","0.010934","0.012664","Low","Low","5.4","0.4842","IRSAD (Adv/Disadv)","-0.0577791272125571","1.09","1.09","1.27","0.74","48.42","4","4","0"
"404011093","Hindmarsh - Brompton","Charles Sturt","Adelaide - West","19076.0","7.896","SA Water","","0","1","995.0","5.0","1004.0","6.0","936.0","2.0","1049.0","8.0","1631","84812","96901.0","472.63","787.03","1160.23","1343.83","1160.23","0.011973","0.008122","0.011973","0.013868","Low","Moderate","26.5","1.076","IEO (Education/Occ)","-0.0769461564333254","1.2","1.2","1.39","0.81","107.6","3","4","0"
"404011094","Royal Park - Hendon - Albert Park","Charles Sturt","Adelaide - West","6499.0","3.246","SA Water","","0","1","958.0","3.0","940.0","3.0","937.0","2.0","946.0","4.0","1427","74204","84781.0","472.63","787.03","1160.23","1343.83","1160.23","0.013685","0.009283","0.013685","0.015851","Low","Moderate","9.0","1.3516","Area (km²)","-0.0686886103559946","1.37","1.37","1.59","0.93","135.16","3","4","0"
"404011095","Seaton - Grange","Charles Sturt","Adelaide - West","17501.0","8.2533","SA Water","","0","1","991.0","4.0","979.0","5.0","966.0","3.0","986.0","5.0","1425","74100","84662.0","472.63","787.03","1160.23","1343.83","1160.23","0.013704","0.009296","0.013704","0.015873","Low","Moderate","24.3","1.3546","IEO (Education/Occ)","-0.0834014882955614","1.37","1.37","1.59","0.93","135.46","3","4","0"
"404011096","West Lakes","Charles Sturt","Adelaide - West","15205.0","8.5515","SA Water","","0","1","1027.0","6.0","1011.0","6.0","1003.0","6.0","1006.0","6.0","1506","78312","89475.0","472.63","787.03","1160.23","1343.83","1160.23","0.012967","0.008796","0.012967","0.015019","Low","Moderate","21.1","1.236","IRSAD (Adv/Disadv)","-0.071145528895009","1.3","1.3","1.5","0.88","123.6","3","4","0"
"404011097","Woodville - Cheltenham","Charles Sturt","Adelaide - West","19269.0","8.8122","SA Water","","0","1","956.0","3.0","955.0","4.0","942.0","2.0","976.0","5.0","1491","77532","88584.0","472.63","787.03","1160.23","1343.83","1160.23","0.013098","0.008885","0.013098","0.01517","Low","Moderate","26.7","1.2571","Population","-0.1054260821095984","1.31","1.31","1.52","0.89","125.71","3","4","0"
"404021098","Dry Creek - South","Port Adelaide - West","Adelaide - West","","6.1446","SA Water","","0","1","","","","","","","","","0","0","","472.63","787.03","1160.23","1343.83","1160.23","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
"404021099","Largs Bay - Semaphore","Port Adelaide - West","Adelaide - West","14807.0","6.7241","SA Water","","0","1","1009.0","5.0","993.0","5.0","974.0","4.0","1001.0","6.0","1584","82368","94109.0","472.63","787.03","1160.23","1343.83","1160.23","0.012329","0.008363","0.012329","0.01428","Low","Moderate","20.6","1.1333","IEO (Education/Occ)","-0.0872077530593563","1.23","1.23","1.43","0.84","113.33","3","4","0"
"404021100","North Haven","Port Adelaide - West","Adelaide - West","14800.0","14.8433","SA Water","","0","1","969.0","3.0","942.0","3.0","957.0","3.0","934.0","3.0","1414","73528","84009.0","472.63","787.03","1160.23","1343.83","1160.23","0.013811","0.009368","0.013811","0.015996","Low","Moderate","20.5","1.3719","Population","-0.0623242778446271","1.38","1.38","1.6","0.94","137.19","3","4","0"
"404021101","Port Adelaide","Port Adelaide - West","Adelaide - West","11589.0","12.972","SA Water","","0","1","917.0","2.0","913.0","2.0","909.0","2.0","927.0","3.0","1247","64844","74087.0","472.63","787.03","1160.23","1343.83","1160.23","0.01566","0.010623","0.01566","0.018139","Low","Moderate","16.1","1.6695","Population","-0.0720877176591053","1.57","1.57","1.81","1.06","166.95","3","4","0"
"404021102","The Parks","Port Adelaide - West","Adelaide - West","19645.0","18.2633","SA Water","","0","1","876.0","1.0","902.0","2.0","892.0","1.0","942.0","4.0","1297","67444","77058.0","472.63","787.03","1160.23","1343.83","1160.23","0.015057","0.010213","0.015057","0.017439","Low","Moderate","27.3","1.5724","Population","-0.1588859292484444","1.51","1.51","1.74","1.02","157.24","3","4","0"
"404021103","Torrens Island","Port Adelaide - West","Adelaide - West","","8.8253","SA Water","","0","1","","","","","","","","","749","38948","44500.0","472.63","787.03","1160.23","1343.83","1160.23","0.026073","0.017686","0.026073","0.030198","Moderate","Critical","0.0","7.345","Area (km²)","0.0749207189183965","2.61","2.61","3.02","1.77","734.5","1","3","1"
"404031104","Adelaide Airport","West Torrens","Adelaide - West","","7.2952","SA Water","","0","1","","","","","","","","","0","0","","472.63","787.03","1160.23","1343.83","1160.23","","","","","Unknown","Unknown","","","","","","","","","","5","5","0"
"404031105","Fulham","West Torrens","Adelaide - West","2920.0","1.3212","SA Water","","0","1","1051.0","8.0","1039.0","7.0","1019.0","6.0","1034.0","7.0","1753","91156","104150.0","472.63","787.03","1160.23","1343.83","1160.23","0.01114","0.007557","0.01114","0.012903","Low","Low","1.0","0.4972","IRSAD (Adv/Disadv)","-0.0653240297565771","1.11","1.11","1.29","0.76","49.72","4","4","0"
"404031106","Lockleys","West Torrens","Adelaide - West","13452.0","5.702","SA Water","","0","1","1026.0","6.0","1018.0","6.0","981.0","4.0","1023.0","7.0","1635","85020","97139.0","472.63","787.03","1160.23","1343.83","1160.23","0.011944","0.008102","0.011944","0.013834","Low","Moderate","18.7","1.0713","IEO (Education/Occ)","-0.0837701123572068","1.19","1.19","1.38","0.81","107.13","3","4","0"
"404031107","Plympton","West Torrens","Adelaide - West","26480.0","10.6969","SA Water","","0","1","1015.0","6.0","1006.0","6.0","952.0","3.0","1027.0","7.0","1551","80652","92148.0","472.63","787.03","1160.23","1343.83","1160.23","0.012591","0.008541","0.012591","0.014583","Low","Moderate","36.8","1.1755","IEO (Education/Occ)","-0.0805632980379466","1.26","1.26","1.46","0.85","117.55","3","4","0"
"404031108","Richmond (SA)","West Torrens","Adelaide - West","17022.0","8.9253","SA Water","","0","1","995.0","5.0","999.0","6.0","935.0","2.0","1038.0","7.0","1555","80860","92386.0","472.63","787.03","1160.23","1343.83","1160.23","0.012559","0.008519","0.012559","0.014546","Low","Moderate","23.6","1.1703","IEO (Education/Occ)","-0.0896072569137979","1.26","1.26","1.45","0.85","117.03","3","4","0"
"404031109","West Beach","West Torrens","Adelaide - West","5175.0","4.5068","SA Water","","0","1","1059.0","8.0","1050.0","8.0","1025.0","7.0","1042.0","7.0","1746","90792","103734.0","472.63","787.03","1160.23","1343.83","1160.23","0.011185","0.007587","0.011185","0.012955","Low","Low","1.8","0.5","IRSAD (Adv/Disadv)","-0.0657442150674747","1.12","1.12","1.3","0.76","50.0","4","4","0"
"405011110","Barossa - Angaston","Barossa","Barossa - Yorke - Mid North","6486.0","633.8622","SA Water","","0","0","1003.0","5.0","969.0","4.0","1026.0","7.0","957.0","4.0","1441","74932","85613.0","472.63","787.03","1160.23","1343.83","1343.83","0.015697","0.009193","0.013552","0.015697","Low","Moderate","9.0","1.6755","IER (Econ Resources)","-0.0996994494908234","1.57","1.36","1.57","0.92","167.55","3","4","0"
"405011111","Light","Barossa","Barossa - Yorke - Mid North","9797.0","1111.6724","SA Water","","0","0","1005.0","5.0","959.0","4.0","1032.0","7.0","935.0","3.0","1544","80288","91732.0","472.63","787.03","1160.23","1343.83","1343.83","0.01465","0.00858","0.012648","0.01465","Low","Moderate","13.6","1.5069","IER (Econ Resources)","-0.1115228113109171","1.46","1.26","1.46","0.86","150.69","3","4","0"
"405011112","Lyndoch","Barossa","Barossa - Yorke - Mid North","6544.0","175.7742","SA Water","","0","0","1044.0","7.0","1001.0","6.0","1064.0","9.0","971.0","5.0","1827","95004","108546.0","472.63","787.03","1160.23","1343.83","1343.83","0.01238","0.007251","0.010689","0.01238","Low","Moderate","9.1","1.1415","IER (Econ Resources)","-0.0823129993248403","1.24","1.07","1.24","0.73","114.15","3","4","0"
"405011113","Mallala","Barossa","Barossa - Yorke - Mid North","3335.0","847.8696","SA Water","","0","0","946.0","2.0","914.0","2.0","987.0","5.0","881.0","1.0","1369","71188","81335.0","472.63","787.03","1160.23","1343.83","1343.83","0.016522","0.009676","0.014265","0.016522","Low","Moderate","4.6","1.8083","IER (Econ Resources)","-0.1078306178863453","1.65","1.43","1.65","0.97","180.83","3","4","0"
"405011114","Nuriootpa","Barossa","Barossa - Yorke - Mid North","7157.0","50.6409","SA Water","","0","0","985.0","4.0","941.0","3.0","995.0","5.0","914.0","2.0","1326","68952","78781.0","472.63","787.03","1160.23","1343.83","1343.83","0.017058","0.00999","0.014727","0.017058","Low","Moderate","9.9","1.8946","IER (Econ Resources)","-0.0918143038710213","1.71","1.47","1.71","1.0","189.46","3","4","0"
"405011115","Tanunda","Barossa","Barossa - Yorke - Mid North","4666.0","17.3326","SA Water","","0","0","1029.0","6.0","996.0","5.0","1009.0","6.0","984.0","5.0","1446","75192","85910.0","472.63","787.03","1160.23","1343.83","1343.83","0.015642","0.009161","0.013505","0.015642","Low","Moderate","6.5","1.6666","IRSAD (Adv/Disadv)","-0.0848552430802046","1.56","1.35","1.56","0.92","166.66","3","4","0"
"405021116","Clare","Lower North","Barossa - Yorke - Mid North","4096.0","74.203","SA Water","","0","0","1008.0","5.0","970.0","4.0","985.0","4.0","957.0","4.0","1368","71136","81276.0","472.63","787.03","1160.23","1343.83","1343.83","0.016534","0.009683","0.014275","0.016534","Low","Moderate","5.7","1.8102","IEO (Education/Occ)","-0.0760979805598388","1.65","1.43","1.65","0.97","181.02","3","4","0"
"405021117","Gilbert Valley","Lower North","Barossa - Yorke - Mid North","5016.0","1675.3597","SA Water","","0","0","989.0","4.0","957.0","4.0","1001.0","5.0","963.0","5.0","1257","65364","74681.0","472.63","787.03","1160.23","1343.83","1343.83","0.017994","0.010539","0.015536","0.017994","Low","High","13.9","2.0685","IER (Econ Resources)","-0.096600288531145","1.8","1.55","1.8","1.05","206.85","2","4","1"
"405021118","Goyder","Lower North","Barossa - Yorke - Mid North","4079.0","6748.1529","SA Water","","0","0","947.0","2.0","914.0","2.0","958.0","3.0","920.0","3.0","917","47684","54481.0","472.63","787.03","1160.23","1343.83","1343.83","0.024666","0.014446","0.021296","0.024666","Moderate","Critical","22.6","6.277","IRSAD (Adv/Disadv)","0.112889836327507","2.47","2.13","2.47","1.44","627.7","1","3","1"
"405021119","Wakefield - Barunga West","Lower North","Barossa - Yorke - Mid North","9500.0","5231.2432","SA Water","","0","0","930.0","2.0","907.0","2.0","960.0","3.0","908.0","2.0","1092","56784","64878.0","472.63","787.03","1160.23","1343.83","1343.83","0.020713","0.012131","0.017883","0.020713","Moderate","High","26.4","3.5237","Population","-0.0466619635524396","2.07","1.79","2.07","1.21","352.37","2","3","1"
"405031120","Jamestown","Mid North","Barossa - Yorke - Mid North","4596.0","3107.037","SA Water","","0","0","980.0","4.0","949.0","3.0","976.0","4.0","958.0","4.0","1145","59540","68027.0","472.63","787.03","1160.23","1343.83","1343.83","0.019754","0.011569","0.017055","0.019754","Low","High","12.8","3.0104","IEO (Education/Occ)","-0.0917992016592251","1.98","1.71","1.98","1.16","301.04","2","4","1"
"405031121","Peterborough - Mount Remarkable","Mid North","Barossa - Yorke - Mid North","5341.0","9643.884","SA Water","","0","0","917.0","2.0","903.0","2.0","949.0","3.0","922.0","3.0","931","48412","55313.0","472.63","787.03","1160.23","1343.83","1343.83","0.024295","0.014229","0.020976","0.024295","Moderate","Critical","29.7","5.9954","IRSAD (Adv/Disadv)","0.1210043770479588","2.43","2.1","2.43","1.42","599.54","1","3","1"
"405031122","Port Pirie","Mid North","Barossa - Yorke - Mid North","13896.0","75.2928","SA Water","","0","0","870.0","1.0","853.0","1.0","884.0","1.0","851.0","1.0","1044","54288","62026.0","472.63","787.03","1160.23","1343.83","1343.83","0.021666","0.012689","0.018706","0.021666","Moderate","Critical","77.1","4.0","IRSAD (Adv/Disadv)","0.1223280861585095","2.17","1.87","2.17","1.27","400.0","1","3","1"
"405031123","Port Pirie Surrounds","Mid North","Barossa - Yorke - Mid North","3335.0","1583.2661","SA Water","","0","0","967.0","3.0","932.0","3.0","974.0","4.0","926.0","3.0","1145","59540","68027.0","472.63","787.03","1160.23","1343.83","1343.83","0.019754","0.011569","0.017055","0.019754","Low","High","9.3","3.0104","IRSAD (Adv/Disadv)","-0.0800842762843027","1.98","1.71","1.98","1.16","301.04","2","4","1"
"405041124","Kadina","Yorke Peninsula","Barossa - Yorke - Mid North","5414.0","394.1203","SA Water","","0","0","937.0","2.0","897.0","2.0","958.0","3.0","877.0","1.0","1155","60060","68621.0","472.63","787.03","1160.23","1343.83","1343.83","0.019583","0.011469","0.016908","0.019583","Low","High","15.0","2.9189","Population","-0.0431015738575612","1.96","1.69","1.96","1.15","291.89","2","4","1"
