SA2_CODE21,SA2_NAME21,SA3_NAME21,SA4_NAME21,provider_type,is_metro,price_increase_pct,scenario_label,baseline_tier_abs,baseline_tier_rel,baseline_tier_order,burden_tier_abs,burden_tier_rel,median_hhd_inc_annual_adj,sim_annual_bill,sim_burden_ratio,sim_burden_pct,sim_tier_abs,sim_tier_order,tier_shift,tier_shifted
401041016,Rostrevor - Magill,Campbelltown (SA),Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,97674.0,1254.76,0.012846,1.2846,Low,4,0.0,0
401051017,Norwood (SA),Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,98208.0,1254.76,0.012777,1.2777,Low,4,0.0,0
401051018,Payneham - Felixstow,Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,87692.0,1254.76,0.014309,1.4309,Low,4,0.0,0
401051019,St Peters - Marden,Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,111636.0,1254.76,0.01124,1.124,Low,4,0.0,0
401061020,Nailsworth - Broadview,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,116864.0,1254.76,0.010737,1.0737,Low,4,0.0,0
401061021,Prospect,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,119953.0,1254.76,0.01046,1.046,Low,4,0.0,0
401061022,Walkerville,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,121914.0,1254.76,0.010292,1.0292,Low,4,0.0,0
401071023,Goodwood - Millswood,Unley,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,118884.0,1254.76,0.010554,1.0554,Low,4,0.0,0
401071024,Unley - Parkside,Unley,Adelaide - Central and Hills,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,118706.0,1254.76,0.01057,1.057,Low,4,0.0,0
402011025,Gawler - North,Gawler - Two Wells,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,105160.0,1254.76,0.011932,1.1932,Low,4,0.0,0
402011026,Gawler - South,Gawler - Two Wells,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,79375.0,1254.76,0.015808,1.5808,Low,4,0.0,0
402011027,Lewiston - Two Wells,Gawler - Two Wells,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,113358.0,1254.76,0.011069,1.1069,Low,4,0.0,0
402021028,Craigmore - Blakeview,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,95060.0,1254.76,0.0132,1.32,Low,4,0.0,0
402021029,Davoren Park,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,68978.0,1254.76,0.018191,1.8191,Low,4,0.0,0
402021030,Elizabeth,Playford,Adelaide - North,SA Water,1,20.0,+20%,Moderate,Critical,3,Moderate,Critical,49134.0,1254.76,0.025538,2.5538,Moderate,3,0.0,0
402021031,Elizabeth East,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,70582.0,1254.76,0.017777,1.7777,Low,4,0.0,0
402021032,Munno Para West - Angle Vale,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,98208.0,1254.76,0.012777,1.2777,Low,4,0.0,0
402021033,One Tree Hill,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,135282.0,1254.76,0.009275,0.9275,Low,4,0.0,0
402021034,Smithfield - Elizabeth North,Playford,Adelaide - North,SA Water,1,20.0,+20%,Moderate,High,3,Moderate,High,55788.0,1254.76,0.022492,2.2492,Moderate,3,0.0,0
402021035,Virginia - Waterloo Corner,Playford,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,82405.0,1254.76,0.015227,1.5227,Low,4,0.0,0
402031036,Enfield - Blair Athol,Port Adelaide - East,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,84841.0,1254.76,0.01479,1.479,Low,4,0.0,0
402031038,Windsor Gardens,Port Adelaide - East,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,94762.0,1254.76,0.013241,1.3241,Low,4,0.0,0
402031175,Northgate - Northfield,Port Adelaide - East,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,104506.0,1254.76,0.012007,1.2007,Low,4,0.0,0
402031176,Valley View - Gilles Plains,Port Adelaide - East,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,87277.0,1254.76,0.014377,1.4377,Low,4,0.0,0
402041039,Dry Creek - North,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,,1254.76,,,Unknown,5,,0
402041040,Ingle Farm,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,79850.0,1254.76,0.015714,1.5714,Low,4,0.0,0
402041041,Para Hills,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,85791.0,1254.76,0.014626,1.4626,Low,4,0.0,0
402041042,Parafield,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,,1254.76,,,Unknown,5,,0
402041043,Parafield Gardens,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,82226.0,1254.76,0.01526,1.526,Low,4,0.0,0
402041044,Paralowie,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,86623.0,1254.76,0.014485,1.4485,Low,4,0.0,0
402041046,Salisbury,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,High,4,Low,High,63630.0,1254.76,0.01972,1.972,Low,4,0.0,0
402041047,Salisbury East,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,79553.0,1254.76,0.015773,1.5773,Low,4,0.0,0
402041048,Salisbury North,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,74562.0,1254.76,0.016828,1.6828,Low,4,0.0,0
402041171,Mawson Lakes - Globe Derby Park,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,113656.0,1254.76,0.01104,1.104,Low,4,0.0,0
402041172,Pooraka - Cavan,Salisbury,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,75038.0,1254.76,0.016722,1.6722,Low,4,0.0,0
402051049,Golden Grove,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,99456.0,1254.76,0.012616,1.2616,Low,4,0.0,0
402051050,Greenwith,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,115081.0,1254.76,0.010903,1.0903,Low,4,0.0,0
402051051,Highbury - Dernancourt,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,114071.0,1254.76,0.011,1.1,Low,4,0.0,0
402051052,Hope Valley - Modbury,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,78068.0,1254.76,0.016073,1.6073,Low,4,0.0,0
402051053,Modbury Heights,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,98446.0,1254.76,0.012746,1.2746,Low,4,0.0,0
402051054,Redwood Park,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,108011.0,1254.76,0.011617,1.1617,Low,4,0.0,0
402051055,St Agnes - Ridgehaven,Tea Tree Gully,Adelaide - North,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,88643.0,1254.76,0.014155,1.4155,Low,4,0.0,0
403011056,Brighton (SA),Holdfast Bay,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,99397.0,1254.76,0.012624,1.2624,Low,4,0.0,0
403011057,Glenelg (SA),Holdfast Bay,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,92802.0,1254.76,0.013521,1.3521,Low,4,0.0,0
403021058,Edwardstown,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,86267.0,1254.76,0.014545,1.4545,Low,4,0.0,0
403021059,Hallett Cove,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,111457.0,1254.76,0.011258,1.1258,Low,4,0.0,0
403021060,Marino - Seaview Downs,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,108190.0,1254.76,0.011598,1.1598,Low,4,0.0,0
403021061,Mitchell Park,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,77652.0,1254.76,0.016159,1.6159,Low,4,0.0,0
403021062,Morphettville,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,92327.0,1254.76,0.01359,1.359,Low,4,0.0,0
403021063,Sheidow Park - Trott Park,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,114190.0,1254.76,0.010988,1.0988,Low,4,0.0,0
403021064,Warradale,Marion,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,84425.0,1254.76,0.014862,1.4862,Low,4,0.0,0
403031065,Belair,Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,135044.0,1254.76,0.009291,0.9291,Low,4,0.0,0
403031066,Bellevue Heights,Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,104803.0,1254.76,0.011973,1.1973,Low,4,0.0,0
403031067,Blackwood,Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,125597.0,1254.76,0.00999,0.999,Low,4,0.0,0
403031068,Colonel Light Gardens,Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,119181.0,1254.76,0.010528,1.0528,Low,4,0.0,0
403031069,Mitcham (SA),Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,130885.0,1254.76,0.009587,0.9587,Low,4,0.0,0
403031070,Panorama,Mitcham,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,90188.0,1254.76,0.013913,1.3913,Low,4,0.0,0
403041071,Aberfoyle Park,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,107358.0,1254.76,0.011688,1.1688,Low,4,0.0,0
403041072,Aldinga,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,78246.0,1254.76,0.016036,1.6036,Low,4,0.0,0
403041073,Christie Downs,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,High,4,Low,High,59115.0,1254.76,0.021226,2.1226,Moderate,3,1.0,1
403041074,Christies Beach,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,72483.0,1254.76,0.017311,1.7311,Low,4,0.0,0
403041075,Clarendon,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,120013.0,1254.76,0.010455,1.0455,Low,4,0.0,0
403041076,Coromandel Valley,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,132667.0,1254.76,0.009458,0.9458,Low,4,0.0,0
403041077,Flagstaff Hill,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,121498.0,1254.76,0.010327,1.0327,Low,4,0.0,0
403041078,Hackham - Onkaparinga Hills,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,80504.0,1254.76,0.015586,1.5586,Low,4,0.0,0
403041079,Hackham West - Huntfield Heights,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,High,4,Low,High,64165.0,1254.76,0.019555,1.9555,Low,4,0.0,0
403041080,Happy Valley,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,93158.0,1254.76,0.013469,1.3469,Low,4,0.0,0
403041081,Happy Valley Reservoir,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,81692.0,1254.76,0.01536,1.536,Low,4,0.0,0
403041082,Lonsdale,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Moderate,Critical,3,Moderate,Critical,43074.0,1254.76,0.02913,2.913,Moderate,3,0.0,0
403041083,McLaren Vale,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,97317.0,1254.76,0.012894,1.2894,Low,4,0.0,0
403041084,Morphett Vale - East,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,72958.0,1254.76,0.017198,1.7198,Low,4,0.0,0
403041085,Morphett Vale - West,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,69096.0,1254.76,0.01816,1.816,Low,4,0.0,0
403041086,Reynella,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,79256.0,1254.76,0.015832,1.5832,Low,4,0.0,0
403041088,Willunga,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,104268.0,1254.76,0.012034,1.2034,Low,4,0.0,0
403041089,Woodcroft,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,99337.0,1254.76,0.012631,1.2631,Low,4,0.0,0
403041177,Seaford - Seaford Meadows,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,87098.0,1254.76,0.014406,1.4406,Low,4,0.0,0
403041178,Seaford Rise - Moana,Onkaparinga,Adelaide - South,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,90366.0,1254.76,0.013885,1.3885,Low,4,0.0,0
404011090,Beverley,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,100704.0,1254.76,0.01246,1.246,Low,4,0.0,0
404011091,Flinders Park,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,92861.0,1254.76,0.013512,1.3512,Low,4,0.0,0
404011092,Henley Beach,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,106110.0,1254.76,0.011825,1.1825,Low,4,0.0,0
404011093,Hindmarsh - Brompton,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,96901.0,1254.76,0.012949,1.2949,Low,4,0.0,0
404011094,Royal Park - Hendon - Albert Park,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,84781.0,1254.76,0.0148,1.48,Low,4,0.0,0
404011095,Seaton - Grange,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,84662.0,1254.76,0.014821,1.4821,Low,4,0.0,0
404011096,West Lakes,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,89475.0,1254.76,0.014024,1.4024,Low,4,0.0,0
404011097,Woodville - Cheltenham,Charles Sturt,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,88584.0,1254.76,0.014165,1.4165,Low,4,0.0,0
404021098,Dry Creek - South,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,,1254.76,,,Unknown,5,,0
404021099,Largs Bay - Semaphore,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,94109.0,1254.76,0.013333,1.3333,Low,4,0.0,0
404021100,North Haven,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,84009.0,1254.76,0.014936,1.4936,Low,4,0.0,0
404021101,Port Adelaide,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,74087.0,1254.76,0.016936,1.6936,Low,4,0.0,0
404021102,The Parks,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,77058.0,1254.76,0.016283,1.6283,Low,4,0.0,0
404021103,Torrens Island,Port Adelaide - West,Adelaide - West,SA Water,1,20.0,+20%,Moderate,Critical,3,Moderate,Critical,44500.0,1254.76,0.028197,2.8197,Moderate,3,0.0,0
404031104,Adelaide Airport,West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,,1254.76,,,Unknown,5,,0
404031105,Fulham,West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,104150.0,1254.76,0.012048,1.2048,Low,4,0.0,0
404031106,Lockleys,West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,97139.0,1254.76,0.012917,1.2917,Low,4,0.0,0
404031107,Plympton,West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,92148.0,1254.76,0.013617,1.3617,Low,4,0.0,0
404031108,Richmond (SA),West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Low,Moderate,4,Low,Moderate,92386.0,1254.76,0.013582,1.3582,Low,4,0.0,0
404031109,West Beach,West Torrens,Adelaide - West,SA Water,1,20.0,+20%,Low,Low,4,Low,Low,103734.0,1254.76,0.012096,1.2096,Low,4,0.0,0
405011110,Barossa - Angaston,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,85613.0,1438.36,0.016801,1.6801,Low,4,0.0,0
405011111,Light,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,91732.0,1438.36,0.01568,1.568,Low,4,0.0,0
405011112,Lyndoch,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,108546.0,1438.36,0.013251,1.3251,Low,4,0.0,0
405011113,Mallala,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,81335.0,1438.36,0.017684,1.7684,Low,4,0.0,0
405011114,Nuriootpa,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,78781.0,1438.36,0.018258,1.8258,Low,4,0.0,0
405011115,Tanunda,Barossa,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,85910.0,1438.36,0.016743,1.6743,Low,4,0.0,0
405021116,Clare,Lower North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,81276.0,1438.36,0.017697,1.7697,Low,4,0.0,0
405021117,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,High,4,Low,High,74681.0,1438.36,0.01926,1.926,Low,4,0.0,0
405021118,Goyder,Lower North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,54481.0,1438.36,0.026401,2.6401,Moderate,3,0.0,0
405021119,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,High,3,Moderate,High,64878.0,1438.36,0.02217,2.217,Moderate,3,0.0,0
405031120,Jamestown,Mid North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,High,4,Low,High,68027.0,1438.36,0.021144,2.1144,Moderate,3,1.0,1
405031121,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,55313.0,1438.36,0.026004,2.6004,Moderate,3,0.0,0
405031122,Port Pirie,Mid North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,62026.0,1438.36,0.02319,2.319,Moderate,3,0.0,0
405031123,Port Pirie Surrounds,Mid North,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,High,4,Low,High,68027.0,1438.36,0.021144,2.1144,Moderate,3,1.0,1
405041124,Kadina,Yorke Peninsula,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Low,High,4,Low,High,68621.0,1438.36,0.020961,2.0961,Moderate,3,1.0,1
405041125,Moonta,Yorke Peninsula,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,57333.0,1438.36,0.025088,2.5088,Moderate,3,0.0,0
405041126,Wallaroo,Yorke Peninsula,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,54422.0,1438.36,0.02643,2.643,Moderate,3,0.0,0
405041127,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,59590.0,1438.36,0.024138,2.4138,Moderate,3,0.0,0
405041128,Yorke Peninsula - South,Yorke Peninsula,Barossa - Yorke - Mid North,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,52936.0,1438.36,0.027172,2.7172,Moderate,3,0.0,0
406011129,Ceduna,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,83534.0,1438.36,0.017219,1.7219,Low,4,0.0,0
406011130,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,77711.0,1438.36,0.018509,1.8509,Low,4,0.0,0
406011131,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,69869.0,1438.36,0.020587,2.0587,Moderate,3,1.0,1
406011132,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,73374.0,1438.36,0.019603,1.9603,Low,4,0.0,0
406011133,Port Lincoln,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,77295.0,1438.36,0.018609,1.8609,Low,4,0.0,0
406011134,West Coast (SA),Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,68205.0,1438.36,0.021089,2.1089,Moderate,3,1.0,1
406011135,Western,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,77949.0,1438.36,0.018453,1.8453,Low,4,0.0,0
406011136,Whyalla,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,70582.0,1438.36,0.020379,2.0379,Moderate,3,1.0,1
406011137,Whyalla - North,Eyre Peninsula and South West,South Australia - Outback,SA Water,0,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,,1438.36,,,Unknown,5,,0
406021138,APY Lands,Outback - North and East,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,75216.0,1438.36,0.019123,1.9123,Low,4,0.0,0
406021139,Coober Pedy,Outback - North and East,South Australia - Outback,Council,0,20.0,+20%,Unknown,Unknown,5,Unknown,Unknown,45391.0,,,,Unknown,5,,0
406021140,Quorn - Lake Gilles,Outback - North and East,South Australia - Outback,SA Water,0,20.0,+20%,Moderate,High,3,Moderate,High,62205.0,1438.36,0.023123,2.3123,Moderate,3,0.0,0
406021141,Outback,Outback - North and East,South Australia - Outback,SA Water,0,20.0,+20%,Low,High,4,Low,High,72126.0,1438.36,0.019942,1.9942,Low,4,0.0,0
406021142,Port Augusta,Outback - North and East,South Australia - Outback,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,75869.0,1438.36,0.018958,1.8958,Low,4,0.0,0
406021143,Roxby Downs,Outback - North and East,South Australia - Outback,SA Water,0,20.0,+20%,Low,Low,4,Low,Low,186554.0,1438.36,0.00771,0.771,Low,4,0.0,0
407011144,Goolwa - Port Elliot,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,57630.0,1438.36,0.024959,2.4959,Moderate,3,0.0,0
407011145,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Moderate,High,3,Moderate,High,67017.0,1438.36,0.021463,2.1463,Moderate,3,0.0,0
407011146,Strathalbyn,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,75869.0,1438.36,0.018958,1.8958,Low,4,0.0,0
407011147,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,87871.0,1438.36,0.016369,1.6369,Low,4,0.0,0
407011148,Victor Harbor,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,58046.0,1438.36,0.02478,2.478,Moderate,3,0.0,0
407011149,Yankalilla,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,20.0,+20%,Moderate,High,3,Moderate,High,64284.0,1438.36,0.022375,2.2375,Moderate,3,0.0,0
407021150,Grant,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,93990.0,1438.36,0.015303,1.5303,Low,4,0.0,0
407021151,Kingston - Robe,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,High,4,Low,High,71295.0,1438.36,0.020175,2.0175,Moderate,3,1.0,1
407021152,Millicent,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,58699.0,1438.36,0.024504,2.4504,Moderate,3,0.0,0
407021154,Naracoorte,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,81811.0,1438.36,0.017581,1.7581,Low,4,0.0,0
407021155,Naracoorte Surrounds,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,96961.0,1438.36,0.014834,1.4834,Low,4,0.0,0
407021156,Penola,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,78068.0,1438.36,0.018424,1.8424,Low,4,0.0,0
407021157,Tatiara,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,87336.0,1438.36,0.016469,1.6469,Low,4,0.0,0
407021158,Wattle Range,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,80266.0,1438.36,0.01792,1.792,Low,4,0.0,0
407021173,Mount Gambier - East,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,Moderate,4,Low,Moderate,80088.0,1438.36,0.01796,1.796,Low,4,0.0,0
407021174,Mount Gambier - West,Limestone Coast,South Australia - South East,SA Water,0,20.0,+20%,Low,High,4,Low,High,71889.0,1438.36,0.020008,2.0008,Moderate,3,1.0,1
407031159,Barmera,Murray and Mallee,South Australia - South East,SA Water,0,20.0,+20%,Low,High,4,Low,High,73968.0,1438.36,0.019446,1.9446,Low,4,0.0,0
407031160,Berri,Murray and Mallee,South Australia - South East,SA Water,0,20.0,+20%,Moderate,Critical,3,Moderate,Critical,61729.0,1438.36,0.023301,2.3301,Moderate,3,0.0,0
