SA2_CODE21,SA2_NAME21,SA3_NAME21,SA4_NAME21,provider_type,is_metro,price_increase_pct,scenario_label,baseline_tier_abs,baseline_tier_rel,baseline_tier_order,burden_tier_abs,burden_tier_rel,median_hhd_inc_annual_adj,sim_annual_bill,sim_burden_ratio,sim_burden_pct,sim_tier_abs,sim_tier_order,tier_shift,tier_shifted
407011145,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,5.0,+5%,Moderate,High,3,Moderate,High,67017.0,1367.46,0.020405,2.0405,Moderate,3,0.0,0
407011146,Strathalbyn,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,75869.0,1367.46,0.018024,1.8024,Low,4,0.0,0
407011147,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,87871.0,1367.46,0.015562,1.5562,Low,4,0.0,0
407011148,Victor Harbor,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,58046.0,1367.46,0.023558,2.3558,Moderate,3,0.0,0
407011149,Yankalilla,Fleurieu - Kangaroo Island,South Australia - South East,SA Water,0,5.0,+5%,Moderate,High,3,Moderate,High,64284.0,1367.46,0.021272,2.1272,Moderate,3,0.0,0
407021150,Grant,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,93990.0,1367.46,0.014549,1.4549,Low,4,0.0,0
407021151,Kingston - Robe,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,High,4,Low,High,71295.0,1367.46,0.01918,1.918,Low,4,0.0,0
407021152,Millicent,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,58699.0,1367.46,0.023296,2.3296,Moderate,3,0.0,0
407021154,Naracoorte,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,81811.0,1367.46,0.016715,1.6715,Low,4,0.0,0
407021155,Naracoorte Surrounds,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,96961.0,1367.46,0.014103,1.4103,Low,4,0.0,0
407021156,Penola,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,78068.0,1367.46,0.017516,1.7516,Low,4,0.0,0
407021157,Tatiara,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,87336.0,1367.46,0.015657,1.5657,Low,4,0.0,0
407021158,Wattle Range,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,80266.0,1367.46,0.017037,1.7037,Low,4,0.0,0
407021173,Mount Gambier - East,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,80088.0,1367.46,0.017074,1.7074,Low,4,0.0,0
407021174,Mount Gambier - West,Limestone Coast,South Australia - South East,SA Water,0,5.0,+5%,Low,High,4,Low,High,71889.0,1367.46,0.019022,1.9022,Low,4,0.0,0
407031159,Barmera,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,High,4,Low,High,73968.0,1367.46,0.018487,1.8487,Low,4,0.0,0
407031160,Berri,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,61729.0,1367.46,0.022153,2.2153,Moderate,3,0.0,0
407031161,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,High,4,Low,High,70641.0,1367.46,0.019358,1.9358,Low,4,0.0,0
407031162,Loxton,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,High,4,Low,High,71770.0,1367.46,0.019053,1.9053,Low,4,0.0,0
407031163,Loxton Surrounds,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,77236.0,1367.46,0.017705,1.7705,Low,4,0.0,0
407031164,Mannum,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,53530.0,1367.46,0.025546,2.5546,Moderate,3,0.0,0
407031165,Murray Bridge,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,High,3,Moderate,High,63987.0,1367.46,0.021371,2.1371,Moderate,3,0.0,0
407031166,Murray Bridge Surrounds,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,76879.0,1367.46,0.017787,1.7787,Low,4,0.0,0
407031167,Renmark,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,60422.0,1367.46,0.022632,2.2632,Moderate,3,0.0,0
407031168,Renmark Surrounds,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Low,Moderate,4,Low,Moderate,86682.0,1367.46,0.015776,1.5776,Low,4,0.0,0
407031169,The Coorong,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,High,3,Moderate,High,64462.0,1367.46,0.021213,2.1213,Moderate,3,0.0,0
407031170,Waikerie,Murray and Mallee,South Australia - South East,SA Water,0,5.0,+5%,Moderate,Critical,3,Moderate,Critical,61016.0,1367.46,0.022411,2.2411,Moderate,3,0.0,0
497979799,Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),SA Water,0,5.0,+5%,Unknown,Unknown,5,Unknown,Unknown,,1367.46,,,Unknown,5,,0
499999499,No usual address (SA),No usual address (SA),No usual address (SA),SA Water,0,5.0,+5%,Unknown,Unknown,5,Unknown,Unknown,,1367.46,,,Unknown,5,,0
401011001,Adelaide,Adelaide City,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,81098.0,1207.49,0.014889,1.4889,Low,4,0.0,0
401011002,North Adelaide,Adelaide City,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,110923.0,1207.49,0.010886,1.0886,Low,4,0.0,0
401021003,Adelaide Hills,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,113180.0,1207.49,0.010669,1.0669,Low,4,0.0,0
401021004,Aldgate - Stirling,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,136470.0,1207.49,0.008848,0.8848,Low,4,0.0,0
401021005,Hahndorf - Echunga,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,114428.0,1207.49,0.010552,1.0552,Low,4,0.0,0
401021006,Lobethal - Woodside,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,100466.0,1207.49,0.012019,1.2019,Low,4,0.0,0
401021007,Mount Barker,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,100882.0,1207.49,0.011969,1.1969,Low,4,0.0,0
401021008,Mount Barker Surrounds,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,105991.0,1207.49,0.011392,1.1392,Low,4,0.0,0
401021009,Nairne,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,105516.0,1207.49,0.011444,1.1444,Low,4,0.0,0
401021010,Uraidla - Summertown,Adelaide Hills,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,129578.0,1207.49,0.009319,0.9319,Low,4,0.0,0
401031011,Burnside - Wattle Park,Burnside,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,123934.0,1207.49,0.009743,0.9743,Low,4,0.0,0
401031012,Beaumont - Glen Osmond,Burnside,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,138193.0,1207.49,0.008738,0.8738,Low,4,0.0,0
401031013,Toorak Gardens,Burnside,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,114606.0,1207.49,0.010536,1.0536,Low,4,0.0,0
401041014,Athelstone,Campbelltown (SA),Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,115319.0,1207.49,0.010471,1.0471,Low,4,0.0,0
401041015,Paradise - Newton,Campbelltown (SA),Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84781.0,1207.49,0.014242,1.4242,Low,4,0.0,0
401041016,Rostrevor - Magill,Campbelltown (SA),Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,97674.0,1207.49,0.012362,1.2362,Low,4,0.0,0
401051017,Norwood (SA),Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,98208.0,1207.49,0.012295,1.2295,Low,4,0.0,0
401051018,Payneham - Felixstow,Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,87692.0,1207.49,0.01377,1.377,Low,4,0.0,0
401051019,St Peters - Marden,Norwood - Payneham - St Peters,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,111636.0,1207.49,0.010816,1.0816,Low,4,0.0,0
401061020,Nailsworth - Broadview,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,116864.0,1207.49,0.010332,1.0332,Low,4,0.0,0
401061021,Prospect,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,119953.0,1207.49,0.010066,1.0066,Low,4,0.0,0
401061022,Walkerville,Prospect - Walkerville,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,121914.0,1207.49,0.009904,0.9904,Low,4,0.0,0
401071023,Goodwood - Millswood,Unley,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,118884.0,1207.49,0.010157,1.0157,Low,4,0.0,0
401071024,Unley - Parkside,Unley,Adelaide - Central and Hills,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,118706.0,1207.49,0.010172,1.0172,Low,4,0.0,0
402011025,Gawler - North,Gawler - Two Wells,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,105160.0,1207.49,0.011482,1.1482,Low,4,0.0,0
402011026,Gawler - South,Gawler - Two Wells,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,79375.0,1207.49,0.015212,1.5212,Low,4,0.0,0
402011027,Lewiston - Two Wells,Gawler - Two Wells,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,113358.0,1207.49,0.010652,1.0652,Low,4,0.0,0
402021028,Craigmore - Blakeview,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,95060.0,1207.49,0.012702,1.2702,Low,4,0.0,0
402021029,Davoren Park,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,68978.0,1207.49,0.017505,1.7505,Low,4,0.0,0
402021030,Elizabeth,Playford,Adelaide - North,SA Water,1,10.0,+10%,Moderate,Critical,3,Moderate,Critical,49134.0,1207.49,0.024575,2.4575,Moderate,3,0.0,0
402021031,Elizabeth East,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,70582.0,1207.49,0.017108,1.7108,Low,4,0.0,0
402021032,Munno Para West - Angle Vale,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,98208.0,1207.49,0.012295,1.2295,Low,4,0.0,0
402021033,One Tree Hill,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,135282.0,1207.49,0.008926,0.8926,Low,4,0.0,0
402021034,Smithfield - Elizabeth North,Playford,Adelaide - North,SA Water,1,10.0,+10%,Moderate,High,3,Moderate,High,55788.0,1207.49,0.021644,2.1644,Moderate,3,0.0,0
402021035,Virginia - Waterloo Corner,Playford,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,82405.0,1207.49,0.014653,1.4653,Low,4,0.0,0
402031036,Enfield - Blair Athol,Port Adelaide - East,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84841.0,1207.49,0.014232,1.4232,Low,4,0.0,0
402031038,Windsor Gardens,Port Adelaide - East,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,94762.0,1207.49,0.012742,1.2742,Low,4,0.0,0
402031175,Northgate - Northfield,Port Adelaide - East,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,104506.0,1207.49,0.011554,1.1554,Low,4,0.0,0
402031176,Valley View - Gilles Plains,Port Adelaide - East,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,87277.0,1207.49,0.013835,1.3835,Low,4,0.0,0
402041039,Dry Creek - North,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Unknown,Unknown,5,Unknown,Unknown,,1207.49,,,Unknown,5,,0
402041040,Ingle Farm,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,79850.0,1207.49,0.015122,1.5122,Low,4,0.0,0
402041041,Para Hills,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,85791.0,1207.49,0.014075,1.4075,Low,4,0.0,0
402041042,Parafield,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Unknown,Unknown,5,Unknown,Unknown,,1207.49,,,Unknown,5,,0
402041043,Parafield Gardens,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,82226.0,1207.49,0.014685,1.4685,Low,4,0.0,0
402041044,Paralowie,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,86623.0,1207.49,0.01394,1.394,Low,4,0.0,0
402041046,Salisbury,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,High,4,Low,High,63630.0,1207.49,0.018977,1.8977,Low,4,0.0,0
402041047,Salisbury East,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,79553.0,1207.49,0.015178,1.5178,Low,4,0.0,0
402041048,Salisbury North,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,74562.0,1207.49,0.016194,1.6194,Low,4,0.0,0
402041171,Mawson Lakes - Globe Derby Park,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,113656.0,1207.49,0.010624,1.0624,Low,4,0.0,0
402041172,Pooraka - Cavan,Salisbury,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,75038.0,1207.49,0.016092,1.6092,Low,4,0.0,0
402051049,Golden Grove,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,99456.0,1207.49,0.012141,1.2141,Low,4,0.0,0
402051050,Greenwith,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,115081.0,1207.49,0.010493,1.0493,Low,4,0.0,0
402051051,Highbury - Dernancourt,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,114071.0,1207.49,0.010585,1.0585,Low,4,0.0,0
402051052,Hope Valley - Modbury,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,78068.0,1207.49,0.015467,1.5467,Low,4,0.0,0
402051053,Modbury Heights,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,98446.0,1207.49,0.012266,1.2266,Low,4,0.0,0
402051054,Redwood Park,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,108011.0,1207.49,0.011179,1.1179,Low,4,0.0,0
402051055,St Agnes - Ridgehaven,Tea Tree Gully,Adelaide - North,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,88643.0,1207.49,0.013622,1.3622,Low,4,0.0,0
403011056,Brighton (SA),Holdfast Bay,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,99397.0,1207.49,0.012148,1.2148,Low,4,0.0,0
403011057,Glenelg (SA),Holdfast Bay,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,92802.0,1207.49,0.013011,1.3011,Low,4,0.0,0
403021058,Edwardstown,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,86267.0,1207.49,0.013997,1.3997,Low,4,0.0,0
403021059,Hallett Cove,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,111457.0,1207.49,0.010834,1.0834,Low,4,0.0,0
403021060,Marino - Seaview Downs,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,108190.0,1207.49,0.011161,1.1161,Low,4,0.0,0
403021061,Mitchell Park,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,77652.0,1207.49,0.01555,1.555,Low,4,0.0,0
403021062,Morphettville,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,92327.0,1207.49,0.013078,1.3078,Low,4,0.0,0
403021063,Sheidow Park - Trott Park,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,114190.0,1207.49,0.010574,1.0574,Low,4,0.0,0
403021064,Warradale,Marion,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84425.0,1207.49,0.014303,1.4303,Low,4,0.0,0
403031065,Belair,Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,135044.0,1207.49,0.008941,0.8941,Low,4,0.0,0
403031066,Bellevue Heights,Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,104803.0,1207.49,0.011522,1.1522,Low,4,0.0,0
403031067,Blackwood,Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,125597.0,1207.49,0.009614,0.9614,Low,4,0.0,0
403031068,Colonel Light Gardens,Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,119181.0,1207.49,0.010132,1.0132,Low,4,0.0,0
403031069,Mitcham (SA),Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,130885.0,1207.49,0.009226,0.9226,Low,4,0.0,0
403031070,Panorama,Mitcham,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,90188.0,1207.49,0.013389,1.3389,Low,4,0.0,0
403041071,Aberfoyle Park,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,107358.0,1207.49,0.011247,1.1247,Low,4,0.0,0
403041072,Aldinga,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,78246.0,1207.49,0.015432,1.5432,Low,4,0.0,0
403041073,Christie Downs,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,High,4,Low,High,59115.0,1207.49,0.020426,2.0426,Moderate,3,1.0,1
403041074,Christies Beach,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,72483.0,1207.49,0.016659,1.6659,Low,4,0.0,0
403041075,Clarendon,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,120013.0,1207.49,0.010061,1.0061,Low,4,0.0,0
403041076,Coromandel Valley,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,132667.0,1207.49,0.009102,0.9102,Low,4,0.0,0
403041077,Flagstaff Hill,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,121498.0,1207.49,0.009938,0.9938,Low,4,0.0,0
403041078,Hackham - Onkaparinga Hills,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,80504.0,1207.49,0.014999,1.4999,Low,4,0.0,0
403041079,Hackham West - Huntfield Heights,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,High,4,Low,High,64165.0,1207.49,0.018819,1.8819,Low,4,0.0,0
403041080,Happy Valley,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,93158.0,1207.49,0.012962,1.2962,Low,4,0.0,0
403041081,Happy Valley Reservoir,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,81692.0,1207.49,0.014781,1.4781,Low,4,0.0,0
403041082,Lonsdale,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Moderate,Critical,3,Moderate,Critical,43074.0,1207.49,0.028033,2.8033,Moderate,3,0.0,0
403041083,McLaren Vale,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,97317.0,1207.49,0.012408,1.2408,Low,4,0.0,0
403041084,Morphett Vale - East,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,72958.0,1207.49,0.01655,1.655,Low,4,0.0,0
403041085,Morphett Vale - West,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,69096.0,1207.49,0.017476,1.7476,Low,4,0.0,0
403041086,Reynella,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,79256.0,1207.49,0.015235,1.5235,Low,4,0.0,0
403041088,Willunga,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,104268.0,1207.49,0.011581,1.1581,Low,4,0.0,0
403041089,Woodcroft,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,99337.0,1207.49,0.012155,1.2155,Low,4,0.0,0
403041177,Seaford - Seaford Meadows,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,87098.0,1207.49,0.013864,1.3864,Low,4,0.0,0
403041178,Seaford Rise - Moana,Onkaparinga,Adelaide - South,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,90366.0,1207.49,0.013362,1.3362,Low,4,0.0,0
404011090,Beverley,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,100704.0,1207.49,0.01199,1.199,Low,4,0.0,0
404011091,Flinders Park,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,92861.0,1207.49,0.013003,1.3003,Low,4,0.0,0
404011092,Henley Beach,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,106110.0,1207.49,0.01138,1.138,Low,4,0.0,0
404011093,Hindmarsh - Brompton,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,96901.0,1207.49,0.012461,1.2461,Low,4,0.0,0
404011094,Royal Park - Hendon - Albert Park,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84781.0,1207.49,0.014242,1.4242,Low,4,0.0,0
404011095,Seaton - Grange,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84662.0,1207.49,0.014262,1.4262,Low,4,0.0,0
404011096,West Lakes,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,89475.0,1207.49,0.013495,1.3495,Low,4,0.0,0
404011097,Woodville - Cheltenham,Charles Sturt,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,88584.0,1207.49,0.013631,1.3631,Low,4,0.0,0
404021098,Dry Creek - South,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Unknown,Unknown,5,Unknown,Unknown,,1207.49,,,Unknown,5,,0
404021099,Largs Bay - Semaphore,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,94109.0,1207.49,0.012831,1.2831,Low,4,0.0,0
404021100,North Haven,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,84009.0,1207.49,0.014373,1.4373,Low,4,0.0,0
404021101,Port Adelaide,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,74087.0,1207.49,0.016298,1.6298,Low,4,0.0,0
404021102,The Parks,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,77058.0,1207.49,0.01567,1.567,Low,4,0.0,0
404021103,Torrens Island,Port Adelaide - West,Adelaide - West,SA Water,1,10.0,+10%,Moderate,Critical,3,Moderate,Critical,44500.0,1207.49,0.027135,2.7135,Moderate,3,0.0,0
404031104,Adelaide Airport,West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Unknown,Unknown,5,Unknown,Unknown,,1207.49,,,Unknown,5,,0
404031105,Fulham,West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,104150.0,1207.49,0.011594,1.1594,Low,4,0.0,0
404031106,Lockleys,West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,97139.0,1207.49,0.012431,1.2431,Low,4,0.0,0
404031107,Plympton,West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,92148.0,1207.49,0.013104,1.3104,Low,4,0.0,0
404031108,Richmond (SA),West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Low,Moderate,4,Low,Moderate,92386.0,1207.49,0.01307,1.307,Low,4,0.0,0
404031109,West Beach,West Torrens,Adelaide - West,SA Water,1,10.0,+10%,Low,Low,4,Low,Low,103734.0,1207.49,0.01164,1.164,Low,4,0.0,0
405011110,Barossa - Angaston,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,85613.0,1391.09,0.016249,1.6249,Low,4,0.0,0
405011111,Light,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,91732.0,1391.09,0.015165,1.5165,Low,4,0.0,0
405011112,Lyndoch,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,108546.0,1391.09,0.012816,1.2816,Low,4,0.0,0
405011113,Mallala,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,81335.0,1391.09,0.017103,1.7103,Low,4,0.0,0
405011114,Nuriootpa,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,78781.0,1391.09,0.017658,1.7658,Low,4,0.0,0
405011115,Tanunda,Barossa,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,85910.0,1391.09,0.016192,1.6192,Low,4,0.0,0
405021116,Clare,Lower North,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,Moderate,4,Low,Moderate,81276.0,1391.09,0.017116,1.7116,Low,4,0.0,0
405021117,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,SA Water,0,10.0,+10%,Low,High,4,Low,High,74681.0,1391.09,0.018627,1.8627,Low,4,0.0,0
