SA2_CODE21,SA2_NAME21,SA3_NAME21,SA4_NAME21,population,AREASQKM21,provider_type,provider_note,is_provider_confirmed,is_metro,irsd_score,irsd_decile,irsad_score,irsad_decile,ier_score,ier_decile,ieo_score,ieo_decile,median_hhd_inc_weekly_2021,median_hhd_inc_annual_2021,median_hhd_inc_annual_adj,bill_usage_only,bill_usage_supply,bill_owner_metro,bill_owner_country,bill_owner_blended,water_cost_burden_ratio,burden_ratio_renter,burden_ratio_owner_metro,burden_ratio_owner_country,burden_tier_abs,burden_tier_rel,estimated_hardship_need,hardship_priority_score,water_stress_index,stress_pct_rank,stress_tier
403041071,Aberfoyle Park,Onkaparinga,Adelaide - South,11911.0,13.8426,SA Water,,False,True,1049.0,8.0,1012.0,6.0,1046.0,8.0,1007.0,6.0,1807,93964,107358.0,472.63,787.03,1160.23,1343.83,1160.23,0.010807,0.007331,0.010807,0.012517,Low,Low,4.1,0.4763,2149.1778,0.1477,Low
403041072,Aldinga,Onkaparinga,Adelaide - South,15923.0,35.3303,SA Water,,False,True,970.0,3.0,931.0,3.0,988.0,5.0,931.0,3.0,1317,68484,78246.0,472.63,787.03,1160.23,1343.83,1160.23,0.014828,0.010058,0.014828,0.017174,Low,Moderate,22.1,1.5356,2275.3441,0.4403,Moderate
403041073,Christie Downs,Onkaparinga,Adelaide - South,9475.0,8.5727,SA Water,,False,True,862.0,1.0,850.0,1.0,872.0,1.0,870.0,1.0,995,51740,59115.0,472.63,787.03,1160.23,1343.83,1160.23,0.019627,0.013314,0.019627,0.022732,Low,High,26.3,2.9425,2578.0275,0.8977,Critical
403041074,Christies Beach,Onkaparinga,Adelaide - South,11050.0,7.2165,SA Water,,False,True,946.0,2.0,920.0,2.0,930.0,2.0,928.0,3.0,1220,63440,72483.0,472.63,787.03,1160.23,1343.83,1160.23,0.016007,0.010858,0.016007,0.01854,Low,Moderate,15.3,1.7254,2417.2473,0.7784,Critical
403041075,Clarendon,Onkaparinga,Adelaide - South,2729.0,123.3732,SA Water,,False,True,1086.0,10.0,1056.0,8.0,1098.0,10.0,1038.0,7.0,2020,105040,120013.0,472.63,787.03,1160.23,1343.83,1160.23,0.009668,0.006558,0.009668,0.011197,Low,Low,0.9,0.4048,2047.3953,0.0227,Low
403041076,Coromandel Valley,Onkaparinga,Adelaide - South,4469.0,4.4154,SA Water,,False,True,1099.0,10.0,1077.0,9.0,1099.0,10.0,1087.0,9.0,2233,116116,132667.0,472.63,787.03,1160.23,1343.83,1160.23,0.008745,0.005932,0.008745,0.010129,Low,Low,1.6,0.3468,2045.5323,0.017,Low
403041077,Flagstaff Hill,Onkaparinga,Adelaide - South,10784.0,9.7527,SA Water,,False,True,1068.0,9.0,1043.0,7.0,1065.0,9.0,1039.0,7.0,2045,106340,121498.0,472.63,787.03,1160.23,1343.83,1160.23,0.009549,0.006478,0.009549,0.011061,Low,Low,3.7,0.3973,2110.8357,0.0767,Low
403041078,Hackham - Onkaparinga Hills,Onkaparinga,Adelaide - South,6875.0,23.6436,SA Water,,False,True,965.0,3.0,922.0,2.0,990.0,5.0,898.0,2.0,1355,70460,80504.0,472.63,787.03,1160.23,1343.83,1160.23,0.014412,0.009776,0.014412,0.016693,Low,Moderate,9.5,1.4686,2270.7475,0.4261,Moderate
403041079,Hackham West - Huntfield Heights,Onkaparinga,Adelaide - South,7818.0,4.374,SA Water,,False,True,850.0,1.0,831.0,1.0,888.0,1.0,847.0,1.0,1080,56160,64165.0,472.63,787.03,1160.23,1343.83,1160.23,0.018082,0.012266,0.018082,0.020943,Low,High,21.7,2.1156,2531.5766,0.8693,Critical
403041080,Happy Valley,Onkaparinga,Adelaide - South,13864.0,10.17,SA Water,,False,True,1045.0,7.0,997.0,6.0,1031.0,7.0,985.0,5.0,1568,81536,93158.0,472.63,787.03,1160.23,1343.83,1160.23,0.012454,0.008448,0.012454,0.014425,Low,Moderate,19.2,1.1534,2180.4462,0.2102,Low
403041081,Happy Valley Reservoir,Onkaparinga,Adelaide - South,,6.5089,SA Water,,False,True,,,,,,,,,1375,71500,81692.0,472.63,787.03,1160.23,1343.83,1160.23,0.014202,0.009634,0.014202,0.01645,Low,Moderate,0.0,1.4348,,0.9744,Critical
403041082,Lonsdale,Onkaparinga,Adelaide - South,23.0,9.8401,SA Water,,False,True,,,,,,,882.0,1.0,725,37700,43074.0,472.63,787.03,1160.23,1343.83,1160.23,0.026936,0.018272,0.026936,0.031198,Moderate,Critical,0.1,8.0,,0.9744,Critical
403041083,McLaren Vale,Onkaparinga,Adelaide - South,7344.0,119.5749,SA Water,,False,True,1047.0,7.0,1010.0,6.0,1048.0,8.0,992.0,6.0,1638,85176,97317.0,472.63,787.03,1160.23,1343.83,1160.23,0.011922,0.008087,0.011922,0.013809,Low,Moderate,10.2,1.0678,2145.0763,0.142,Low
403041084,Morphett Vale - East,Onkaparinga,Adelaide - South,13863.0,7.6836,SA Water,,False,True,950.0,3.0,908.0,2.0,953.0,3.0,892.0,2.0,1228,63856,72958.0,472.63,787.03,1160.23,1343.83,1160.23,0.015903,0.010787,0.015903,0.018419,Low,Moderate,19.2,1.7086,2358.9087,0.6818,High
403041085,Morphett Vale - West,Onkaparinga,Adelaide - South,10138.0,5.0775,SA Water,,False,True,912.0,2.0,876.0,1.0,923.0,2.0,875.0,1.0,1163,60476,69096.0,472.63,787.03,1160.23,1343.83,1160.23,0.016792,0.01139,0.016792,0.019449,Low,Moderate,14.1,1.8517,2435.5796,0.8097,Critical
403041086,Reynella,Onkaparinga,Adelaide - South,10286.0,7.7053,SA Water,,False,True,990.0,4.0,944.0,3.0,983.0,4.0,931.0,3.0,1334,69368,79256.0,472.63,787.03,1160.23,1343.83,1160.23,0.014639,0.00993,0.014639,0.016956,Low,Moderate,14.3,1.5052,2286.9176,0.4716,Moderate
403041088,Willunga,Onkaparinga,Adelaide - South,3604.0,85.1868,SA Water,,False,True,1056.0,8.0,1026.0,7.0,1065.0,9.0,1028.0,7.0,1755,91260,104268.0,472.63,787.03,1160.23,1343.83,1160.23,0.011127,0.007548,0.011127,0.012888,Low,Low,1.3,0.4964,2110.8357,0.0767,Low
403041089,Woodcroft,Onkaparinga,Adelaide - South,11552.0,13.5274,SA Water,,False,True,1033.0,7.0,985.0,5.0,1030.0,7.0,954.0,4.0,1672,86944,99337.0,472.63,787.03,1160.23,1343.83,1160.23,0.01168,0.007923,0.01168,0.013528,Low,Moderate,16.0,1.0288,2182.5631,0.2159,Low
403041177,Seaford - Seaford Meadows,Onkaparinga,Adelaide - South,14177.0,11.4713,SA Water,,False,True,991.0,4.0,951.0,4.0,987.0,5.0,942.0,4.0,1466,76232,87098.0,472.63,787.03,1160.23,1343.83,1160.23,0.013321,0.009036,0.013321,0.015429,Low,Moderate,19.7,1.293,2277.6494,0.4517,Moderate
403041178,Seaford Rise - Moana,Onkaparinga,Adelaide - South,10629.0,12.1052,SA Water,,False,True,1002.0,5.0,962.0,4.0,1008.0,6.0,950.0,4.0,1521,79092,90366.0,472.63,787.03,1160.23,1343.83,1160.23,0.012839,0.008709,0.012839,0.014871,Low,Moderate,14.8,1.2154,2230.1984,0.3153,Moderate
404011090,Beverley,Charles Sturt,Adelaide - West,8897.0,4.2061,SA Water,,False,True,1006.0,5.0,987.0,5.0,970.0,4.0,995.0,6.0,1695,88140,100704.0,472.63,787.03,1160.23,1343.83,1160.23,0.011521,0.007815,0.011521,0.013344,Low,Moderate,12.3,1.0032,2317.567,0.5511,High
404011091,Flinders Park,Charles Sturt,Adelaide - West,16361.0,6.3972,SA Water,,False,True,1004.0,5.0,989.0,5.0,973.0,4.0,993.0,6.0,1563,81276,92861.0,472.63,787.03,1160.23,1343.83,1160.23,0.012494,0.008475,0.012494,0.014471,Low,Moderate,22.7,1.1599,2310.4214,0.5256,High
404011092,Henley Beach,Charles Sturt,Adelaide - West,15634.0,5.9563,SA Water,,False,True,1049.0,8.0,1043.0,7.0,1015.0,6.0,1043.0,7.0,1786,92872,106110.0,472.63,787.03,1160.23,1343.83,1160.23,0.010934,0.007417,0.010934,0.012664,Low,Low,5.4,0.4842,2214.8177,0.2699,Moderate
404011093,Hindmarsh - Brompton,Charles Sturt,Adelaide - West,19076.0,7.896,SA Water,,False,True,995.0,5.0,1004.0,6.0,936.0,2.0,1049.0,8.0,1631,84812,96901.0,472.63,787.03,1160.23,1343.83,1160.23,0.011973,0.008122,0.011973,0.013868,Low,Moderate,26.5,1.076,2401.7521,0.7557,Critical
404011094,Royal Park - Hendon - Albert Park,Charles Sturt,Adelaide - West,6499.0,3.246,SA Water,,False,True,958.0,3.0,940.0,3.0,937.0,2.0,946.0,4.0,1427,74204,84781.0,472.63,787.03,1160.23,1343.83,1160.23,0.013685,0.009283,0.013685,0.015851,Low,Moderate,9.0,1.3516,2399.1889,0.75,Critical
404011095,Seaton - Grange,Charles Sturt,Adelaide - West,17501.0,8.2533,SA Water,,False,True,991.0,4.0,979.0,5.0,966.0,3.0,986.0,5.0,1425,74100,84662.0,472.63,787.03,1160.23,1343.83,1160.23,0.013704,0.009296,0.013704,0.015873,Low,Moderate,24.3,1.3546,2327.1636,0.5767,High
404011096,West Lakes,Charles Sturt,Adelaide - West,15205.0,8.5515,SA Water,,False,True,1027.0,6.0,1011.0,6.0,1003.0,6.0,1006.0,6.0,1506,78312,89475.0,472.63,787.03,1160.23,1343.83,1160.23,0.012967,0.008796,0.012967,0.015019,Low,Moderate,21.1,1.236,2241.3161,0.3494,Moderate
404011097,Woodville - Cheltenham,Charles Sturt,Adelaide - West,19269.0,8.8122,SA Water,,False,True,956.0,3.0,955.0,4.0,942.0,2.0,976.0,5.0,1491,77532,88584.0,472.63,787.03,1160.23,1343.83,1160.23,0.013098,0.008885,0.013098,0.01517,Low,Moderate,26.7,1.2571,2386.4544,0.7386,High
404021098,Dry Creek - South,Port Adelaide - West,Adelaide - West,,6.1446,SA Water,,False,True,,,,,,,,,0,0,,472.63,787.03,1160.23,1343.83,1160.23,,,,,Unknown,Unknown,,,,0.9744,Critical
404021099,Largs Bay - Semaphore,Port Adelaide - West,Adelaide - West,14807.0,6.7241,SA Water,,False,True,1009.0,5.0,993.0,5.0,974.0,4.0,1001.0,6.0,1584,82368,94109.0,472.63,787.03,1160.23,1343.83,1160.23,0.012329,0.008363,0.012329,0.01428,Low,Moderate,20.6,1.1333,2308.0493,0.5085,High
404021100,North Haven,Port Adelaide - West,Adelaide - West,14800.0,14.8433,SA Water,,False,True,969.0,3.0,942.0,3.0,957.0,3.0,934.0,3.0,1414,73528,84009.0,472.63,787.03,1160.23,1343.83,1160.23,0.013811,0.009368,0.013811,0.015996,Low,Moderate,20.5,1.3719,2349.0491,0.6648,High
404021101,Port Adelaide,Port Adelaide - West,Adelaide - West,11589.0,12.972,SA Water,,False,True,917.0,2.0,913.0,2.0,909.0,2.0,927.0,3.0,1247,64844,74087.0,472.63,787.03,1160.23,1343.83,1160.23,0.01566,0.010623,0.01566,0.018139,Low,Moderate,16.1,1.6695,2473.0913,0.8239,Critical
404021102,The Parks,Port Adelaide - West,Adelaide - West,19645.0,18.2633,SA Water,,False,True,876.0,1.0,902.0,2.0,892.0,1.0,942.0,4.0,1297,67444,77058.0,472.63,787.03,1160.23,1343.83,1160.23,0.015057,0.010213,0.015057,0.017439,Low,Moderate,27.3,1.5724,2520.2242,0.858,Critical
404021103,Torrens Island,Port Adelaide - West,Adelaide - West,,8.8253,SA Water,,False,True,,,,,,,,,749,38948,44500.0,472.63,787.03,1160.23,1343.83,1160.23,0.026073,0.017686,0.026073,0.030198,Moderate,Critical,0.0,7.345,,0.9744,Critical
404031104,Adelaide Airport,West Torrens,Adelaide - West,,7.2952,SA Water,,False,True,,,,,,,,,0,0,,472.63,787.03,1160.23,1343.83,1160.23,,,,,Unknown,Unknown,,,,0.9744,Critical
404031105,Fulham,West Torrens,Adelaide - West,2920.0,1.3212,SA Water,,False,True,1051.0,8.0,1039.0,7.0,1019.0,6.0,1034.0,7.0,1753,91156,104150.0,472.63,787.03,1160.23,1343.83,1160.23,0.01114,0.007557,0.01114,0.012903,Low,Low,1.0,0.4972,2206.1237,0.25,Moderate
404031106,Lockleys,West Torrens,Adelaide - West,13452.0,5.702,SA Water,,False,True,1026.0,6.0,1018.0,6.0,981.0,4.0,1023.0,7.0,1635,85020,97139.0,472.63,787.03,1160.23,1343.83,1160.23,0.011944,0.008102,0.011944,0.013834,Low,Moderate,18.7,1.0713,2291.58,0.4943,Moderate
404031107,Plympton,West Torrens,Adelaide - West,26480.0,10.6969,SA Water,,False,True,1015.0,6.0,1006.0,6.0,952.0,3.0,1027.0,7.0,1551,80652,92148.0,472.63,787.03,1160.23,1343.83,1160.23,0.012591,0.008541,0.012591,0.014583,Low,Moderate,36.8,1.1755,2361.3866,0.6932,High
404031108,Richmond (SA),West Torrens,Adelaide - West,17022.0,8.9253,SA Water,,False,True,995.0,5.0,999.0,6.0,935.0,2.0,1038.0,7.0,1555,80860,92386.0,472.63,787.03,1160.23,1343.83,1160.23,0.012559,0.008519,0.012559,0.014546,Low,Moderate,23.6,1.1703,2404.3209,0.7614,Critical
404031109,West Beach,West Torrens,Adelaide - West,5175.0,4.5068,SA Water,,False,True,1059.0,8.0,1050.0,8.0,1025.0,7.0,1042.0,7.0,1746,90792,103734.0,472.63,787.03,1160.23,1343.83,1160.23,0.011185,0.007587,0.011185,0.012955,Low,Low,1.8,0.5,2193.2098,0.233,Low
405011110,Barossa - Angaston,Barossa,Barossa - Yorke - Mid North,6486.0,633.8622,SA Water,,False,False,1003.0,5.0,969.0,4.0,1026.0,7.0,957.0,4.0,1441,74932,85613.0,472.63,787.03,1160.23,1343.83,1343.83,0.015697,0.009193,0.013552,0.015697,Low,Moderate,9.0,1.6755,2191.0721,0.2244,Low
405011111,Light,Barossa,Barossa - Yorke - Mid North,9797.0,1111.6724,SA Water,,False,False,1005.0,5.0,959.0,4.0,1032.0,7.0,935.0,3.0,1544,80288,91732.0,472.63,787.03,1160.23,1343.83,1343.83,0.01465,0.00858,0.012648,0.01465,Low,Moderate,13.6,1.5069,2178.3333,0.2045,Low
405011112,Lyndoch,Barossa,Barossa - Yorke - Mid North,6544.0,175.7742,SA Water,,False,False,1044.0,7.0,1001.0,6.0,1064.0,9.0,971.0,5.0,1827,95004,108546.0,472.63,787.03,1160.23,1343.83,1343.83,0.01238,0.007251,0.010689,0.01238,Low,Moderate,9.1,1.1415,2112.8195,0.0852,Low
405011113,Mallala,Barossa,Barossa - Yorke - Mid North,3335.0,847.8696,SA Water,,False,False,946.0,2.0,914.0,2.0,987.0,5.0,881.0,1.0,1369,71188,81335.0,472.63,787.03,1160.23,1343.83,1343.83,0.016522,0.009676,0.014265,0.016522,Low,Moderate,4.6,1.8083,2277.6494,0.4517,Moderate
405011114,Nuriootpa,Barossa,Barossa - Yorke - Mid North,7157.0,50.6409,SA Water,,False,False,985.0,4.0,941.0,3.0,995.0,5.0,914.0,2.0,1326,68952,78781.0,472.63,787.03,1160.23,1343.83,1343.83,0.017058,0.00999,0.014727,0.017058,Low,Moderate,9.9,1.8946,2259.3367,0.4006,Moderate
405011115,Tanunda,Barossa,Barossa - Yorke - Mid North,4666.0,17.3326,SA Water,,False,False,1029.0,6.0,996.0,5.0,1009.0,6.0,984.0,5.0,1446,75192,85910.0,472.63,787.03,1160.23,1343.83,1343.83,0.015642,0.009161,0.013505,0.015642,Low,Moderate,6.5,1.6666,2227.9881,0.3068,Moderate
405021116,Clare,Lower North,Barossa - Yorke - Mid North,4096.0,74.203,SA Water,,False,False,1008.0,5.0,970.0,4.0,985.0,4.0,957.0,4.0,1368,71136,81276.0,472.63,787.03,1160.23,1343.83,1343.83,0.016534,0.009683,0.014275,0.016534,Low,Moderate,5.7,1.8102,2282.2741,0.4602,Moderate
405021117,Gilbert Valley,Lower North,Barossa - Yorke - Mid North,5016.0,1675.3597,SA Water,,False,False,989.0,4.0,957.0,4.0,1001.0,5.0,963.0,5.0,1257,65364,74681.0,472.63,787.03,1160.23,1343.83,1343.83,0.017994,0.010539,0.015536,0.017994,Low,High,13.9,2.0685,2245.7942,0.3608,Moderate
405021118,Goyder,Lower North,Barossa - Yorke - Mid North,4079.0,6748.1529,SA Water,,False,False,947.0,2.0,914.0,2.0,958.0,3.0,920.0,3.0,917,47684,54481.0,472.63,787.03,1160.23,1343.83,1343.83,0.024666,0.014446,0.021296,0.024666,Moderate,Critical,22.6,6.277,2346.5971,0.6562,High
405021119,Wakefield - Barunga West,Lower North,Barossa - Yorke - Mid North,9500.0,5231.2432,SA Water,,False,False,930.0,2.0,907.0,2.0,960.0,3.0,908.0,2.0,1092,56784,64878.0,472.63,787.03,1160.23,1343.83,1343.83,0.020713,0.012131,0.017883,0.020713,Moderate,High,26.4,3.5237,2341.7083,0.6307,High
405031120,Jamestown,Mid North,Barossa - Yorke - Mid North,4596.0,3107.037,SA Water,,False,False,980.0,4.0,949.0,3.0,976.0,4.0,958.0,4.0,1145,59540,68027.0,472.63,787.03,1160.23,1343.83,1343.83,0.019754,0.011569,0.017055,0.019754,Low,High,12.8,3.0104,2303.3197,0.5,High
405031121,Peterborough - Mount Remarkable,Mid North,Barossa - Yorke - Mid North,5341.0,9643.884,SA Water,,False,False,917.0,2.0,903.0,2.0,949.0,3.0,922.0,3.0,931,48412,55313.0,472.63,787.03,1160.23,1343.83,1343.83,0.024295,0.014229,0.020976,0.024295,Moderate,Critical,29.7,5.9954,2368.8514,0.7159,High
405031122,Port Pirie,Mid North,Barossa - Yorke - Mid North,13896.0,75.2928,SA Water,,False,False,870.0,1.0,853.0,1.0,884.0,1.0,851.0,1.0,1044,54288,62026.0,472.63,787.03,1160.23,1343.83,1343.83,0.021666,0.012689,0.018706,0.021666,Moderate,Critical,77.1,4.0,2543.0317,0.875,Critical
405031123,Port Pirie Surrounds,Mid North,Barossa - Yorke - Mid North,3335.0,1583.2661,SA Water,,False,False,967.0,3.0,932.0,3.0,974.0,4.0,926.0,3.0,1145,59540,68027.0,472.63,787.03,1160.23,1343.83,1343.83,0.019754,0.011569,0.017055,0.019754,Low,High,9.3,3.0104,2308.0493,0.5085,High
405041124,Kadina,Yorke Peninsula,Barossa - Yorke - Mid North,5414.0,394.1203,SA Water,,False,False,937.0,2.0,897.0,2.0,958.0,3.0,877.0,1.0,1155,60060,68621.0,472.63,787.03,1160.23,1343.83,1343.83,0.019583,0.011469,0.016908,0.019583,Low,High,15.0,2.9189,2346.5971,0.6562,High
405041125,Moonta,Yorke Peninsula,Barossa - Yorke - Mid North,5217.0,271.9202,SA Water,,False,False,938.0,2.0,904.0,2.0,965.0,3.0,884.0,1.0,965,50180,57333.0,472.63,787.03,1160.23,1343.83,1343.83,0.023439,0.013727,0.020237,0.023439,Moderate,Critical,29.0,5.3457,2329.5751,0.5881,High
405041126,Wallaroo,Yorke Peninsula,Barossa - Yorke - Mid North,4426.0,146.5314,SA Water,,False,False,891.0,1.0,871.0,1.0,923.0,2.0,856.0,1.0,916,47632,54422.0,472.63,787.03,1160.23,1343.83,1343.83,0.024693,0.014462,0.021319,0.024693,Moderate,Critical,24.6,6.2975,2435.5796,0.8097,Critical
405041127,Yorke Peninsula - North,Yorke Peninsula,Barossa - Yorke - Mid North,7458.0,3654.3884,SA Water,,False,False,955.0,3.0,921.0,2.0,961.0,3.0,915.0,2.0,1003,52156,59590.0,472.63,787.03,1160.23,1343.83,1343.83,0.022551,0.013207,0.01947,0.022551,Moderate,Critical,41.4,4.6717,2339.2716,0.6193,High
405041128,Yorke Peninsula - South,Yorke Peninsula,Barossa - Yorke - Mid North,4142.0,2273.834,SA Water,,False,False,946.0,2.0,911.0,2.0,962.0,3.0,900.0,2.0,891,46332,52936.0,472.63,787.03,1160.23,1343.83,1343.83,0.025386,0.014868,0.021918,0.025386,Moderate,Critical,23.0,6.8235,2336.8399,0.6108,High
406011129,Ceduna,Eyre Peninsula and South West,South Australia - Outback,2697.0,413.3374,SA Water,,False,False,946.0,2.0,924.0,2.0,929.0,2.0,918.0,2.0,1406,73112,83534.0,472.63,787.03,1160.23,1343.83,1343.83,0.016087,0.009422,0.013889,0.016087,Low,Moderate,3.7,1.7382,2419.8493,0.7841,Critical
406011130,Eyre Peninsula,Eyre Peninsula and South West,South Australia - Outback,6824.0,7228.3655,SA Water,,False,False,1008.0,5.0,965.0,4.0,1000.0,5.0,955.0,4.0,1308,68016,77711.0,472.63,787.03,1160.23,1343.83,1343.83,0.017293,0.010128,0.01493,0.017293,Low,Moderate,9.5,1.9324,2248.04,0.3722,Moderate
406011131,Kimba - Cleve - Franklin Harbour,Eyre Peninsula and South West,South Australia - Outback,4201.0,15184.3968,SA Water,,False,False,990.0,4.0,953.0,4.0,990.0,5.0,948.0,4.0,1176,61152,69869.0,472.63,787.03,1160.23,1343.83,1343.83,0.019234,0.011264,0.016606,0.019234,Low,High,11.7,2.7321,2270.7475,0.4261,Moderate
406011132,Le Hunte - Elliston,Eyre Peninsula and South West,South Australia - Outback,2122.0,11387.2463,SA Water,,False,False,984.0,4.0,961.0,4.0,973.0,4.0,971.0,5.0,1235,64220,73374.0,472.63,787.03,1160.23,1343.83,1343.83,0.018315,0.010726,0.015813,0.018315,Low,High,5.9,2.2403,2310.4214,0.5256,High
406011133,Port Lincoln,Eyre Peninsula and South West,South Australia - Outback,16307.0,136.2831,SA Water,,False,False,962.0,3.0,926.0,2.0,953.0,3.0,906.0,2.0,1301,67652,77295.0,472.63,787.03,1160.23,1343.83,1343.83,0.017386,0.010182,0.01501,0.017386,Low,Moderate,22.6,1.9474,2358.9087,0.6818,High
406011134,West Coast (SA),Eyre Peninsula and South West,South Australia - Outback,3646.0,31877.8466,SA Water,,False,False,949.0,3.0,934.0,3.0,924.0,2.0,930.0,3.0,1148,59696,68205.0,472.63,787.03,1160.23,1343.83,1343.83,0.019703,0.011539,0.017011,0.019703,Low,High,10.1,2.9831,2432.9437,0.7983,Critical
406011135,Western,Eyre Peninsula and South West,South Australia - Outback,136.0,168946.0226,SA Water,,False,False,644.0,1.0,823.0,1.0,641.0,1.0,1043.0,7.0,1312,68224,77949.0,472.63,787.03,1160.23,1343.83,1343.83,0.01724,0.010097,0.014884,0.01724,Low,Moderate,0.2,1.9239,3507.0827,0.9375,Critical
406011136,Whyalla,Eyre Peninsula and South West,South Australia - Outback,21154.0,40.8706,SA Water,,False,False,882.0,1.0,868.0,1.0,879.0,1.0,865.0,1.0,1188,61776,70582.0,472.63,787.03,1160.23,1343.83,1343.83,0.019039,0.011151,0.016438,0.019039,Low,High,58.7,2.6278,2557.4972,0.8864,Critical
406011137,Whyalla - North,Eyre Peninsula and South West,South Australia - Outback,,80.449,SA Water,,False,False,,,,,,,,,0,0,,472.63,787.03,1160.23,1343.83,1343.83,,,,,Unknown,Unknown,,,,0.9744,Critical
406021138,APY Lands,Outback - North and East,South Australia - Outback,2333.0,102359.1511,SA Water,,False,False,496.0,1.0,706.0,1.0,519.0,1.0,889.0,1.0,1266,65832,75216.0,472.63,787.03,1160.23,1343.83,1343.83,0.017866,0.010464,0.015425,0.017866,Low,High,6.5,2.0,4331.4836,0.9432,Critical
406021139,Coober Pedy,Outback - North and East,South Australia - Outback,1566.0,77.6795,Council,District Council of Coober Pedy reticulates its own water supply,True,False,868.0,1.0,868.0,1.0,832.0,1.0,868.0,1.0,764,39728,45391.0,,,,,,,,,,Unknown,Unknown,,,2701.9712,0.9148,Critical
406021140,Quorn - Lake Gilles,Outback - North and East,South Australia - Outback,2142.0,26107.329,SA Water,,False,False,940.0,2.0,914.0,2.0,945.0,3.0,897.0,2.0,1047,54444,62205.0,472.63,787.03,1160.23,1343.83,1343.83,0.021603,0.012652,0.018652,0.021603,Moderate,High,5.9,4.0,2378.8783,0.733,High
406021141,Outback,Outback - North and East,South Australia - Outback,2030.0,513391.3333,SA Water,,False,False,942.0,2.0,926.0,3.0,901.0,1.0,912.0,2.0,1214,63128,72126.0,472.63,787.03,1160.23,1343.83,1343.83,0.018632,0.010912,0.016086,0.018632,Low,High,5.6,2.41,2495.0499,0.8466,Critical
406021142,Port Augusta,Outback - North and East,South Australia - Outback,13515.0,253.9025,SA Water,,False,False,885.0,1.0,874.0,1.0,889.0,1.0,869.0,1.0,1277,66404,75869.0,472.63,787.03,1160.23,1343.83,1343.83,0.017713,0.010374,0.015293,0.017713,Low,Moderate,18.8,2.0,2528.7289,0.8636,Critical
406021143,Roxby Downs,Outback - North and East,South Australia - Outback,3976.0,288.3624,SA Water,,False,False,1048.0,7.0,1004.0,6.0,1010.0,6.0,919.0,3.0,3140,163280,186554.0,472.63,787.03,1160.23,1343.83,1343.83,0.007203,0.004219,0.006219,0.007203,Low,Low,1.4,0.25,2225.7822,0.3011,Moderate
407011144,Goolwa - Port Elliot,Fleurieu - Kangaroo Island,South Australia - South East,12516.0,180.8689,SA Water,,False,False,965.0,3.0,928.0,3.0,971.0,4.0,928.0,3.0,970,50440,57630.0,472.63,787.03,1160.23,1343.83,1343.83,0.023318,0.013657,0.020132,0.023318,Moderate,Critical,69.5,5.2539,2315.1802,0.5426,High
407011145,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,4894.0,4400.7382,SA Water,,False,False,991.0,4.0,952.0,4.0,982.0,4.0,945.0,4.0,1128,58656,67017.0,472.63,787.03,1160.23,1343.83,1343.83,0.020052,0.011744,0.017312,0.020052,Moderate,High,13.6,3.1699,2289.2464,0.4858,Moderate
407011146,Strathalbyn,Fleurieu - Kangaroo Island,South Australia - South East,7871.0,155.7859,SA Water,,False,False,995.0,5.0,952.0,4.0,1018.0,6.0,939.0,3.0,1277,66404,75869.0,472.63,787.03,1160.23,1343.83,1343.83,0.017713,0.010374,0.015293,0.017713,Low,Moderate,10.9,2.0,2208.2908,0.2557,Moderate
407011147,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,7969.0,1517.7954,SA Water,,False,False,1015.0,6.0,978.0,5.0,1053.0,8.0,960.0,4.0,1479,76908,87871.0,472.63,787.03,1160.23,1343.83,1343.83,0.015293,0.008957,0.013204,0.015293,Low,Moderate,11.1,1.6104,2134.8908,0.1193,Low
407011148,Victor Harbor,Fleurieu - Kangaroo Island,South Australia - South East,15847.0,128.2644,SA Water,,False,False,961.0,3.0,925.0,2.0,968.0,4.0,924.0,3.0,977,50804,58046.0,472.63,787.03,1160.23,1343.83,1343.83,0.023151,0.013559,0.019988,0.023151,Moderate,Critical,88.0,5.1271,2322.3554,0.5625,High
407011149,Yankalilla,Fleurieu - Kangaroo Island,South Australia - South East,6498.0,980.1341,SA Water,,False,False,984.0,4.0,949.0,3.0,997.0,5.0,946.0,4.0,1082,56264,64284.0,472.63,787.03,1160.23,1343.83,1343.83,0.020905,0.012243,0.018049,0.020905,Moderate,High,18.0,3.6264,2254.8044,0.3892,Moderate
407021150,Grant,Limestone Coast,South Australia - South East,6138.0,1690.9302,SA Water,,False,False,1012.0,6.0,963.0,4.0,1045.0,8.0,920.0,3.0,1582,82264,93990.0,472.63,787.03,1160.23,1343.83,1343.83,0.014298,0.008374,0.012344,0.014298,Low,Moderate,8.5,1.4503,2151.2344,0.1562,Low
407021151,Kingston - Robe,Limestone Coast,South Australia - South East,3872.0,4431.5114,SA Water,,False,False,995.0,5.0,959.0,4.0,994.0,5.0,932.0,3.0,1200,62400,71295.0,472.63,787.03,1160.23,1343.83,1343.83,0.018849,0.011039,0.016274,0.018849,Low,High,10.7,2.5261,2261.6097,0.4091,Moderate
