financial_year,pricing_policy,regulator,tier1_rate_per_kl,tier2_rate_per_kl,tier3_rate_per_kl,tier1_cutoff_kl,tier2_cutoff_kl,supply_charge_annual,sewerage_metro_per_1000pv,sewerage_country_per_1000pv,typical_usage_kl,source
2024-25,statewide_tiered_residential,ESCoSA,2.251,3.214,3.482,140,520,314.40,0.622,0.928,189,SA Water Schedule of Fees and Charges 2024-25
