SA2_CODE21,SA2_NAME21,burden_tier_rel,burden_tier_abs,top_critical_driver,top_critical_driver_shap,shap_irsd_score,shap_irsad_score,shap_ier_score,shap_ieo_score,shap_population,shap_AREASQKM21,irsd_score,irsad_score,ier_score,ieo_score,population,AREASQKM21
404021101,Port Adelaide,Moderate,Low,Population,-0.07208771765910535,0.01513863159608348,0.006767574122725127,-0.020968886518472857,-0.05788035396220388,-0.07208771765910535,-0.04360032339861213,917.0,913.0,909.0,927.0,11589.0,12.972
404021102,The Parks,Moderate,Low,Population,-0.1588859292484444,0.018861191661688825,0.026977686127334196,-0.010830888690034996,-0.04263110740968775,-0.1588859292484444,-0.0427886949271081,876.0,902.0,892.0,942.0,19645.0,18.2633
404021103,Torrens Island,Critical,Moderate,Area (km²),0.07492071891839658,0.02004889716537405,-0.003147565575575928,0.021002036247205633,-0.01587763849458578,0.03708914258626641,0.07492071891839658,990.0,959.0,983.0,954.5,9967.5,8.8253
404031105,Fulham,Low,Low,IRSAD (Adv/Disadv),-0.06532402975657713,-0.05740064602929038,-0.06532402975657713,-0.059939605676436886,-0.051009264899814694,0.00856772981982437,-0.024191925943957582,1051.0,1039.0,1019.0,1034.0,2920.0,1.3212
404031106,Lockleys,Moderate,Low,IEO (Education/Occ),-0.08377011235720683,-0.01579513083823437,-0.07865804981584011,0.0025184261773770703,-0.08377011235720683,-0.027579406220616595,-0.04268013609839808,1026.0,1018.0,981.0,1023.0,13452.0,5.702
404031107,Plympton,Moderate,Low,IEO (Education/Occ),-0.08056329803794668,-0.008276848181381118,-0.0784748522537793,0.005226441451010654,-0.08056329803794668,-0.07485056354085941,-0.005691955256629692,1015.0,1006.0,952.0,1027.0,26480.0,10.6969
404031108,Richmond (SA),Moderate,Low,IEO (Education/Occ),-0.0896072569137979,0.006808836747528531,-0.0782998719026388,-0.005348732716331384,-0.0896072569137979,-0.07458207571495103,0.005064691347271492,995.0,999.0,935.0,1038.0,17022.0,8.9253
404031109,West Beach,Low,Low,IRSAD (Adv/Disadv),-0.06574421506747471,-0.05984585537372679,-0.06574421506747471,-0.060103972874811486,-0.051988762799744036,0.014420589719026529,-0.02603552608952174,1059.0,1050.0,1025.0,1042.0,5175.0,4.5068
405011110,Barossa - Angaston,Moderate,Low,IER (Econ Resources),-0.09969944949082349,-0.014906911983228719,-0.064555737780316,-0.09969944949082349,-0.042498826432026085,-0.010239403602400991,-0.017397413197457086,1003.0,969.0,1026.0,957.0,6486.0,633.8622
405011111,Light,Moderate,Low,IER (Econ Resources),-0.11152281131091717,-0.02225347271034737,-0.05147198384291378,-0.11152281131091717,-0.03509906403426114,0.005711856023803689,-0.02799559994495013,1005.0,959.0,1032.0,935.0,9797.0,1111.6724
405011112,Lyndoch,Moderate,Low,IER (Econ Resources),-0.08231299932484039,-0.04186863331904032,-0.07884317240575513,-0.08231299932484039,-0.04493248723482874,-0.0032071211918786205,0.0018666709900908769,1044.0,1001.0,1064.0,971.0,6544.0,175.7742
405011113,Mallala,Moderate,Low,IER (Econ Resources),-0.10783061788634536,0.01098624647188348,0.02940660249464978,-0.10783061788634536,0.03970407279339488,-0.004481485634434206,-0.04041589405873436,946.0,914.0,987.0,881.0,3335.0,847.8696
405011114,Nuriootpa,Moderate,Low,IER (Econ Resources),-0.0918143038710213,-0.01957951493455921,-0.07310737596223162,-0.0918143038710213,-0.013069292620626515,-0.004217470639533798,-0.01750978445827972,985.0,941.0,995.0,914.0,7157.0,50.6409
405011115,Tanunda,Moderate,Low,IRSAD (Adv/Disadv),-0.08485524308020465,-0.024423894727956547,-0.08485524308020465,-0.08155486850666346,-0.07631197865350783,0.02195402051858264,0.005894221963497472,1029.0,996.0,1009.0,984.0,4666.0,17.3326
405021116,Clare,Moderate,Low,IEO (Education/Occ),-0.07609798055983888,-0.031556884553950885,-0.07455537972565547,-0.0036687461744057564,-0.07609798055983888,0.02049211928787856,0.006089129239719956,1008.0,970.0,985.0,957.0,4096.0,74.203
405021117,Gilbert Valley,High,Low,IER (Econ Resources),-0.09660028853114506,-0.014778945792292011,-0.05850632741629196,-0.09660028853114506,-0.05993331195074886,0.010666229696718163,-0.023478431825825936,989.0,957.0,1001.0,963.0,5016.0,1675.3597
405021118,Goyder,Critical,Moderate,IRSAD (Adv/Disadv),0.11288983632750707,0.0813560336564287,0.11288983632750707,0.06558521981080491,0.060109138169178365,0.09208053899544776,0.06201482388771443,947.0,914.0,958.0,920.0,4079.0,6748.1529
405021119,Wakefield - Barunga West,High,Moderate,Population,-0.046661963552439685,-0.04067797235839492,0.019869017875360884,0.005322630618487146,-0.026119248539622344,-0.046661963552439685,0.005636460137023247,930.0,907.0,960.0,908.0,9500.0,5231.2432
405031120,Jamestown,High,Low,IEO (Education/Occ),-0.09179920165922514,-0.026402648903796348,-0.08498211233662623,-0.014480302784551438,-0.09179920165922514,0.012620252740105592,-0.014253729542158759,980.0,949.0,976.0,958.0,4596.0,3107.037
405031121,Peterborough - Mount Remarkable,Critical,Moderate,IRSAD (Adv/Disadv),0.12100437704795881,0.11121773565336308,0.12100437704795881,0.07641541495098969,0.07614659894189575,0.0676461419531763,0.05160532229969697,917.0,903.0,949.0,922.0,5341.0,9643.884
405031122,Port Pirie,Critical,Moderate,IRSAD (Adv/Disadv),0.12232808615850951,0.112275393198549,0.12232808615850951,0.0805251602505481,0.10646080002620265,-0.03616214882324345,0.04860830003651501,870.0,853.0,884.0,851.0,13896.0,75.2928
405031123,Port Pirie Surrounds,High,Low,IRSAD (Adv/Disadv),-0.08008427628430276,-0.02619069527356219,-0.08008427628430276,-0.02097226801814578,-0.05553135446762127,-0.018854432645528912,-0.030998049130424726,967.0,932.0,974.0,926.0,3335.0,1583.2661
405041124,Kadina,High,Low,Population,-0.04310157385756122,-0.03762029918426258,0.021389498825262032,0.004276002587982552,0.02564186861715819,-0.04310157385756122,-0.03321657280816471,937.0,897.0,958.0,877.0,5414.0,394.1203
405041125,Moonta,Critical,Moderate,IRSAD (Adv/Disadv),0.10734526334754971,0.048387036182791644,0.10734526334754971,0.06435140677686177,0.089063322153776,0.09423034407088932,0.047324884981879305,938.0,904.0,965.0,884.0,5217.0,271.9202
405041126,Wallaroo,Critical,Moderate,IRSAD (Adv/Disadv),0.13456070308585377,0.10770808050602267,0.13456070308585377,0.045895566909096776,0.12374216892913953,0.13408277693242143,0.04137962781788001,891.0,871.0,923.0,856.0,4426.0,146.5314
405041127,Yorke Peninsula - North,Critical,Moderate,IRSAD (Adv/Disadv),0.10070742435068389,0.094255177737117,0.10070742435068389,0.07158772968631169,0.0719673224886607,0.04025510124366605,0.07859616867397486,955.0,921.0,961.0,915.0,7458.0,3654.3884
405041128,Yorke Peninsula - South,Critical,Moderate,IRSAD (Adv/Disadv),0.11365338940146959,0.07466008601029477,0.11365338940146959,0.08277412032947518,0.05820310298653492,0.11323643024334731,0.06150846187595931,946.0,911.0,962.0,900.0,4142.0,2273.834
406011129,Ceduna,Moderate,Low,IRSAD (Adv/Disadv),-0.03724412695592957,0.001713360799556278,-0.03724412695592957,-0.011941560546904068,-0.01953345657377635,-0.03177861237593108,-0.03384668016660096,946.0,924.0,929.0,918.0,2697.0,413.3374
406011130,Eyre Peninsula,Moderate,Low,IER (Econ Resources),-0.0998872076985192,-0.02829916901068057,-0.06673482523528983,-0.0998872076985192,-0.03372161033951795,0.0007805573067745508,-0.014768820842352696,1008.0,965.0,1000.0,955.0,6824.0,7228.3655
406011131,Kimba - Cleve - Franklin Harbour,High,Low,IRSAD (Adv/Disadv),-0.07929087404469091,-0.018365994065930476,-0.07929087404469091,-0.051181207934280194,-0.060988447669659274,0.020019566266495425,-0.04615745170485344,990.0,953.0,990.0,948.0,4201.0,15184.3968
406011132,Le Hunte - Elliston,High,Low,IEO (Education/Occ),-0.08656140091597793,-0.01825926806627187,-0.02598504920343896,-0.0028989533551244673,-0.08656140091597793,-0.008729852509707658,-0.06019655176906485,984.0,961.0,973.0,971.0,2122.0,11387.2463
406011133,Port Lincoln,Moderate,Low,Population,-0.09242140669694388,-0.0016823596250029357,-0.0473671124662253,-0.0063609218718229535,-0.021377767427033154,-0.09242140669694388,0.0065784922674426965,962.0,926.0,953.0,906.0,16307.0,136.2831
406011134,West Coast (SA),High,Low,IRSAD (Adv/Disadv),-0.09752114451651998,0.0078078396033238245,-0.09752114451651998,0.004324688932365402,-0.07264354420243951,0.0010733784657417562,-0.04900562743539042,949.0,934.0,924.0,930.0,3646.0,31877.8466
406011135,Western,Moderate,Low,IEO (Education/Occ),-0.1308749452007753,0.07227247922326692,0.0577993512957209,0.058029013263246935,-0.1308749452007753,0.024276468724744937,-0.02413344312579009,644.0,823.0,641.0,1043.0,136.0,168946.0226
406011136,Whyalla,High,Low,Population,-0.23802778017116885,0.014273718443924466,0.03997790631087424,0.021444754363906922,0.03460601830958894,-0.23802778017116885,-0.034905693076711694,882.0,868.0,879.0,865.0,21154.0,40.8706
406021138,APY Lands,High,Low,IRSAD (Adv/Disadv),0.09632553218982015,0.09323211643554341,0.09632553218982015,0.06884825341985727,0.02685358159443459,0.03463343236601742,-0.032523991825258655,496.0,706.0,519.0,889.0,2333.0,102359.1511
406021140,Quorn - Lake Gilles,High,Moderate,IRSAD (Adv/Disadv),0.05663042470945022,0.0016507738830585004,0.05663042470945022,0.032218252456380055,0.013240220770782133,0.027284409593841583,-0.026988490566431576,940.0,914.0,945.0,897.0,2142.0,26107.329
406021141,Outback,High,Low,IRSAD (Adv/Disadv),-0.08131774321033708,-0.002445699864563115,-0.08131774321033708,-0.004121426599431177,-0.01871023707921656,-0.002164138514451342,-0.05720516388491972,942.0,926.0,901.0,912.0,2030.0,513391.3333
406021142,Port Augusta,Moderate,Low,Population,-0.1188051941358773,0.008174157200958335,0.037889945599825656,-0.016373674423710457,0.029499120713835213,-0.1188051941358773,-0.016348764107950296,885.0,874.0,889.0,869.0,13515.0,253.9025
406021143,Roxby Downs,Low,Low,IER (Econ Resources),-0.08872591606236722,-0.07987131607356455,-0.08864634904763678,-0.08872591606236722,-0.0006157932299717163,0.02201454014074197,-0.003452908213454242,1048.0,1004.0,1010.0,919.0,3976.0,288.3624
407011144,Goolwa - Port Elliot,Critical,Moderate,IRSAD (Adv/Disadv),-0.05971136494270545,-0.005255787531318911,-0.05971136494270545,0.0016241133033669383,-0.03587608976918348,-0.01432155064851014,0.01757627043543212,965.0,928.0,971.0,928.0,12516.0,180.8689
407011145,Kangaroo Island,High,Moderate,IRSAD (Adv/Disadv),-0.0859804224079976,-0.011322795782110628,-0.0859804224079976,-0.011872034133134483,-0.07824527621536029,0.006437755526500438,-0.03831496947414975,991.0,952.0,982.0,945.0,4894.0,4400.7382
407011146,Strathalbyn,Moderate,Low,IER (Econ Resources),-0.11765353088729655,-0.005926923068290826,-0.05867575442866028,-0.11765353088729655,-0.04027502981625913,0.004169328163428557,-0.004269165782507534,995.0,952.0,1018.0,939.0,7871.0,155.7859
407011147,Strathalbyn Surrounds,Moderate,Low,IER (Econ Resources),-0.09954407117036099,-0.021183701341058344,-0.0689075680830413,-0.09954407117036099,-0.04711181563727152,0.0032187756948216344,-0.015769361949341875,1015.0,978.0,1053.0,960.0,7969.0,1517.7954
407011148,Victor Harbor,Critical,Moderate,IRSD (Disadvantage),0.0835518634959493,0.0835518634959493,0.0823496571107163,0.06445712344237899,0.08052564406015357,0.01199739574523006,0.07782057365931956,961.0,925.0,968.0,924.0,15847.0,128.2644
407011149,Yankalilla,High,Moderate,IER (Econ Resources),-0.07880279603184973,-0.020840029084409867,-0.06933060607296883,-0.07880279603184973,-0.038718756592755886,-0.016070828534815586,-0.02220139283611915,984.0,949.0,997.0,946.0,6498.0,980.1341
407021150,Grant,Moderate,Low,IER (Econ Resources),-0.11914345997567936,-0.019277050328036907,-0.07197540342100146,-0.11914345997567936,0.0018894666308730095,-0.01393086084207852,-0.016860434550329158,1012.0,963.0,1045.0,920.0,6138.0,1690.9302
407021151,Kingston - Robe,High,Low,IRSAD (Adv/Disadv),-0.07524779235253007,-0.019105396593159022,-0.07524779235253007,-0.06538828112353277,-0.06023134503891608,0.0070753882943113255,-0.02973364900575889,995.0,959.0,994.0,932.0,3872.0,4431.5114
407021152,Millicent,Critical,Moderate,IRSAD (Adv/Disadv),0.1259303287980831,0.09497964440704101,0.1259303287980831,0.042528807597508426,0.11609368147626835,0.10310515896095898,0.03473130294055445,905.0,870.0,926.0,854.0,5245.0,177.4315
407021154,Naracoorte,Moderate,Low,Population,-0.061464917385323066,0.006341303759456579,-0.023327678102762116,0.01885319624505261,-0.028667023908421692,-0.061464917385323066,-0.024365956427588004,952.0,923.0,963.0,895.0,6293.0,115.23
407021155,Naracoorte Surrounds,Moderate,Low,IRSAD (Adv/Disadv),-0.07653011685012961,-0.03445774085196141,-0.07653011685012961,-0.07342162948469459,-0.06046680982530862,0.0027192800723021813,-0.003807392213126982,1044.0,1018.0,1049.0,1021.0,2395.0,4404.485
407021156,Penola,Moderate,Low,Population,-0.04919415294033174,0.009700612345352019,-0.027434069157380066,-0.0266520210505407,-0.013048660977249613,-0.04919415294033174,-0.03933611737276882,952.0,924.0,973.0,919.0,3107.0,1514.3964
407021157,Tatiara,Moderate,Low,IER (Econ Resources),-0.109228189626581,-0.020428708017366227,-0.07191832480504305,-0.109228189626581,-0.027454237305968025,0.002717701521805054,-0.0063193175864322895,982.0,950.0,1004.0,926.0,6891.0,6527.2342
407021158,Wattle Range,Moderate,Low,IER (Econ Resources),-0.1291285729727105,-0.01202819973394789,-0.07035040769533572,-0.1291285729727105,0.006291604957840271,0.0006400237186444614,-0.01138885742740977,987.0,945.0,1008.0,923.0,3470.0,2281.8815
407021173,Mount Gambier - East,Moderate,Low,Population,-0.12270901605758602,-0.010602931365757597,0.005595781527137628,-0.01005763731241088,-0.018155414220928243,-0.12270901605758602,-0.03336852505670713,941.0,907.0,951.0,887.0,14947.0,66.7535
407021174,Mount Gambier - West,High,Low,Population,-0.11925933781411355,-0.02514549287917712,0.016533080214550532,-0.01461933403295696,-0.019003214973645745,-0.11925933781411355,0.002196556999090657,931.0,899.0,932.0,889.0,14499.0,126.5343
407031159,Barmera,High,Low,Population,-0.0596092686328208,-0.03651329740908368,0.016420976958040453,0.012800498517590691,-0.004420623678189466,-0.0596092686328208,-0.02797602824178953,937.0,908.0,966.0,886.0,6401.0,856.1907
407031160,Berri,Critical,Moderate,Population,0.13591509017993206,0.12024435254839033,0.13430370592933555,0.09507845788441398,0.09925846756737444,0.13591509017993206,0.035902183404301104,860.0,854.0,871.0,876.0,4143.0,12.0822
407031161,Karoonda - Lameroo,High,Low,IRSAD (Adv/Disadv),-0.07276208214755954,-0.02113773067670208,-0.07276208214755954,-0.01010938709294001,-0.069767932784154,-0.009960831658169345,-0.06222644479339393,984.0,952.0,982.0,945.0,2921.0,10548.6359
407031162,Loxton,High,Low,IRSAD (Adv/Disadv),-0.08369802878320141,-0.0196684331754432,-0.08369802878320141,0.005812258542796835,-0.014202398034059798,-0.03170554983675104,-0.00583559119959375,965.0,929.0,969.0,918.0,5575.0,146.0888
407031163,Loxton Surrounds,Moderate,Low,IER (Econ Resources),-0.09295190599815349,-0.016035926067839493,-0.05932499537184271,-0.09295190599815349,-0.04846733390669956,-0.0027859692260653805,-0.029731611915651716,984.0,957.0,1003.0,946.0,1742.0,4790.3357
407031164,Mannum,Critical,Moderate,IRSAD (Adv/Disadv),0.10580277783659298,0.08879073049267548,0.10580277783659298,0.0628912795956694,0.06149143329870351,0.010076585494812473,0.05498278412862719,914.0,884.0,950.0,882.0,6594.0,3287.9008
407031165,Murray Bridge,High,Moderate,Population,-0.20631215016398116,0.02952069178819128,0.01157084923736134,-0.00285760063869992,0.02523703561091203,-0.20631215016398116,0.00021009834663097843,873.0,852.0,907.0,839.0,18243.0,97.5456
407031166,Murray Bridge Surrounds,Moderate,Low,IER (Econ Resources),-0.1223589903974345,-0.015323252133546222,-0.07482746575720264,-0.1223589903974345,-0.01578735223892041,0.008702713397372152,-0.019703395356520676,986.0,942.0,1007.0,925.0,3732.0,1924.5348
407031167,Renmark,Critical,Moderate,IRSAD (Adv/Disadv),0.1365638443287247,0.12851781244656052,0.1365638443287247,0.08694379733887113,0.1283637269427597,0.12183713769703808,0.025142605426459914,863.0,858.0,882.0,859.0,4705.0,14.6561
407031168,Renmark Surrounds,Moderate,Low,IER (Econ Resources),-0.1333269936892112,-0.01765425908081253,-0.07653670152733844,-0.1333269936892112,0.0005920301956627141,0.01393875689740732,-0.02964390861529363,978.0,937.0,1011.0,897.0,5080.0,901.7859
407031169,The Coorong,High,Moderate,Population,-0.045677601495446994,-0.02100471082906358,0.0403253448261919,0.013053619117344963,-0.025465545703830833,-0.045677601495446994,-0.010528848401447789,939.0,911.0,956.0,910.0,5473.0,8644.9956
407031170,Waikerie,Critical,Moderate,IRSAD (Adv/Disadv),0.1162086853955765,0.10402930515110884,0.1162086853955765,0.06547762376240938,0.0900809627011385,0.0201367864364467,0.0714355607337342,926.0,893.0,950.0,874.0,6646.0,5557.8467
