SA2_CODE21,SA2_NAME21,SA3_NAME21,SA4_NAME21,population,AREASQKM21,irsd_score,irsd_decile,irsad_score,irsad_decile,ier_score,ier_decile,ieo_score,ieo_decile,estimated_annual_water_bill,water_stress_index,stress_pct_rank,stress_tier
407011145,Kangaroo Island,Fleurieu - Kangaroo Island,South Australia - South East,4894.0,4400.7382,991.0,4.0,952.0,4.0,982.0,4.0,945.0,4.0,2248.04,2289.2464,0.4858,Moderate
407011146,Strathalbyn,Fleurieu - Kangaroo Island,South Australia - South East,7871.0,155.7859,995.0,5.0,952.0,4.0,1018.0,6.0,939.0,3.0,2248.04,2208.2908,0.2557,Moderate
407011147,Strathalbyn Surrounds,Fleurieu - Kangaroo Island,South Australia - South East,7969.0,1517.7954,1015.0,6.0,978.0,5.0,1053.0,8.0,960.0,4.0,2248.04,2134.8908,0.1193,Low
407011148,Victor Harbor,Fleurieu - Kangaroo Island,South Australia - South East,15847.0,128.2644,961.0,3.0,925.0,2.0,968.0,4.0,924.0,3.0,2248.04,2322.3554,0.5625,High
407011149,Yankalilla,Fleurieu - Kangaroo Island,South Australia - South East,6498.0,980.1341,984.0,4.0,949.0,3.0,997.0,5.0,946.0,4.0,2248.04,2254.8044,0.3892,Moderate
407021150,Grant,Limestone Coast,South Australia - South East,6138.0,1690.9302,1012.0,6.0,963.0,4.0,1045.0,8.0,920.0,3.0,2248.04,2151.2344,0.1562,Low
407021151,Kingston - Robe,Limestone Coast,South Australia - South East,3872.0,4431.5114,995.0,5.0,959.0,4.0,994.0,5.0,932.0,3.0,2248.04,2261.6097,0.4091,Moderate
407021152,Millicent,Limestone Coast,South Australia - South East,5245.0,177.4315,905.0,2.0,870.0,1.0,926.0,2.0,854.0,1.0,2248.04,2427.689,0.7898,Critical
407021154,Naracoorte,Limestone Coast,South Australia - South East,6293.0,115.23,952.0,3.0,923.0,2.0,963.0,3.0,895.0,2.0,2248.04,2334.4133,0.5994,High
407021155,Naracoorte Surrounds,Limestone Coast,South Australia - South East,2395.0,4404.485,1044.0,7.0,1018.0,6.0,1049.0,8.0,1021.0,7.0,2248.04,2143.0315,0.1364,Low
407021156,Penola,Limestone Coast,South Australia - South East,3107.0,1514.3964,952.0,3.0,924.0,2.0,973.0,4.0,919.0,3.0,2248.04,2310.4214,0.5256,High
407021157,Tatiara,Limestone Coast,South Australia - South East,6891.0,6527.2342,982.0,4.0,950.0,3.0,1004.0,6.0,926.0,3.0,2248.04,2239.0837,0.3409,Moderate
407021158,Wattle Range,Limestone Coast,South Australia - South East,3470.0,2281.8815,987.0,4.0,945.0,3.0,1008.0,6.0,923.0,3.0,2248.04,2230.1984,0.3153,Moderate
407021173,Mount Gambier - East,Limestone Coast,South Australia - South East,14947.0,66.7535,941.0,2.0,907.0,2.0,951.0,3.0,887.0,1.0,2248.04,2363.8696,0.6989,High
407021174,Mount Gambier - West,Limestone Coast,South Australia - South East,14499.0,126.5343,931.0,2.0,899.0,2.0,932.0,2.0,889.0,1.0,2248.04,2412.0601,0.7699,Critical
407031159,Barmera,Murray and Mallee,South Australia - South East,6401.0,856.1907,937.0,2.0,908.0,2.0,966.0,3.0,886.0,1.0,2248.04,2327.1636,0.5767,High
407031160,Berri,Murray and Mallee,South Australia - South East,4143.0,12.0822,860.0,1.0,854.0,1.0,871.0,1.0,876.0,1.0,2248.04,2580.9874,0.9034,Critical
407031161,Karoonda - Lameroo,Murray and Mallee,South Australia - South East,2921.0,10548.6359,984.0,4.0,952.0,4.0,982.0,4.0,945.0,4.0,2248.04,2289.2464,0.4858,Moderate
407031162,Loxton,Murray and Mallee,South Australia - South East,5575.0,146.0888,965.0,3.0,929.0,3.0,969.0,4.0,918.0,3.0,2248.04,2319.9587,0.5568,High
407031163,Loxton Surrounds,Murray and Mallee,South Australia - South East,1742.0,4790.3357,984.0,4.0,957.0,4.0,1003.0,6.0,946.0,4.0,2248.04,2241.3161,0.3494,Moderate
407031164,Mannum,Murray and Mallee,South Australia - South East,6594.0,3287.9008,914.0,2.0,884.0,1.0,950.0,3.0,882.0,1.0,2248.04,2366.3579,0.7074,High
407031165,Murray Bridge,Murray and Mallee,South Australia - South East,18243.0,97.5456,873.0,1.0,852.0,1.0,907.0,1.0,839.0,1.0,2248.04,2478.5447,0.8352,Critical
407031166,Murray Bridge Surrounds,Murray and Mallee,South Australia - South East,3732.0,1924.5348,986.0,4.0,942.0,3.0,1007.0,6.0,925.0,3.0,2248.04,2232.4131,0.3239,Moderate
407031167,Renmark,Murray and Mallee,South Australia - South East,4705.0,14.6561,863.0,1.0,858.0,1.0,882.0,1.0,859.0,1.0,2248.04,2548.7982,0.8807,Critical
407031168,Renmark Surrounds,Murray and Mallee,South Australia - South East,5080.0,901.7859,978.0,4.0,937.0,3.0,1011.0,6.0,897.0,2.0,2248.04,2223.5806,0.2926,Moderate
407031169,The Coorong,Murray and Mallee,South Australia - South East,5473.0,8644.9956,939.0,2.0,911.0,2.0,956.0,3.0,910.0,2.0,2248.04,2351.5063,0.6705,High
407031170,Waikerie,Murray and Mallee,South Australia - South East,6646.0,5557.8467,926.0,2.0,893.0,2.0,950.0,3.0,874.0,1.0,2248.04,2366.3579,0.7074,High
497979799,Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),Migratory - Offshore - Shipping (SA),,,,,,,,,,,2248.04,,0.9744,Critical
499999499,No usual address (SA),No usual address (SA),No usual address (SA),,,,,,,,,,,2248.04,,0.9744,Critical
